,Unnamed: 0,DATE,PERIOD,Label,A1,A2,A3,A4,A5,A6
1592,1592,2018-12-21T01:30:00,P2,AVG,228.63050882,230.30272558,231.83989527,231.13711911,231.02793622,229.15821226
1593,1593,2018-12-21T01:40:00,P2,AVG,228.7874719,230.53635596,231.78403779,231.23674459,231.02702609,229.1454049
1594,1594,2018-12-21T01:50:00,P2,AVG,228.48415201,230.32573485,231.84979853,231.12702877,231.04900698,229.17493728
1595,1595,2018-12-21T02:00:00,P2,AVG,228.26477745,230.10225391,231.60743022,230.99924568,230.86743181,229.13404056
1596,1596,2018-12-21T02:10:00,P2,AVG,228.33042867,230.1243482,231.62422788,231.03498652,230.85486319,229.14669372
1597,1597,2018-12-21T02:20:00,P2,AVG,228.23573141,230.02775204,231.6231422,230.92120184,230.80919129,229.11677911
1598,1598,2018-12-21T02:30:00,P2,AVG,228.59754563,230.29820354,231.63608898,231.14289859,230.82976074,229.12830428
1599,1599,2018-12-21T02:40:00,P2,AVG,228.81125935,230.46637487,231.92268949,231.30486075,231.074005,229.36382625
1600,1600,2018-12-21T02:50:00,P2,AVG,228.7790048,230.52182384,231.95968433,231.29426936,231.15689355,229.34926829
1601,1601,2018-12-21T03:00:00,P2,AVG,229.01567662,230.80176767,232.16991616,231.41766439,231.32913675,229.43555105
1602,1602,2018-12-21T03:10:00,P2,AVG,228.78243861,230.57332182,232.06720569,231.27771809,231.22487113,229.38379725
1603,1603,2018-12-21T03:20:00,P2,AVG,228.28841293,230.07055995,231.44434885,230.97275943,230.81252637,229.03299157
1604,1604,2018-12-21T03:30:00,P2,AVG,228.1248713,230.02312768,231.41000644,230.84483905,230.78199338,228.99747071
1605,1605,2018-12-21T03:40:00,P2,AVG,228.56845524,230.39725979,231.89583226,231.13996676,231.03890229,229.30984282
1606,1606,2018-12-21T03:50:00,P2,AVG,229.19990619,230.9263163,232.33787413,231.59075674,231.36984947,229.61150839
1607,1607,2018-12-21T04:00:00,P2,AVG,228.84928181,230.6969303,232.19890378,231.39010889,231.29931393,229.56064421
1608,1608,2018-12-21T04:10:00,P2,AVG,228.86694256,230.71285607,232.00425573,231.40774585,231.17308702,229.47790239
1609,1609,2018-12-21T04:20:00,P2,AVG,229.11497038,230.85326040000004,232.27762534,231.51595909,231.3424679,229.65092128
1610,1610,2018-12-21T04:30:00,P2,AVG,229.38164887,231.34129142,232.61025780000003,231.76971897,231.68124298,230.00808152
1611,1611,2018-12-21T04:40:00,P2,AVG,229.57385811,231.37738673,232.68612946,231.93186039,231.81271016,229.92835483
1612,1612,2018-12-21T04:50:00,P2,AVG,229.28451914,231.12013761,232.58005203,231.72094269,231.67310997,229.71501531
1613,1613,2018-12-21T05:00:00,P2,AVG,229.16471026,230.96283945,232.31225853,231.64142842,231.47733059,229.55902266
1614,1614,2018-12-21T05:10:00,P2,AVG,229.33980338,231.08393557,232.53076298,231.77657609,231.59650024,229.72241086
1615,1615,2018-12-21T05:20:00,P2,AVG,229.88507099,231.40448345,232.9921092,232.08631068,231.92362724,229.98687005
1616,1616,2018-12-21T05:30:00,P2,AVG,229.79127758,231.46622695,233.05053901,232.08162495,231.96152628,230.07283086
1617,1617,2018-12-21T05:40:00,P2,AVG,229.26242883,231.08757092,232.61513572,231.78544783,231.71756199,229.92424395
1618,1618,2018-12-21T05:50:00,P2,AVG,229.16733928,230.92026666,232.25403693,231.66493843,231.43581044,229.71287699
1619,1619,2018-12-21T06:00:00,P2,AVG,228.8478262,230.71930796,232.20814704,231.49456392,231.39030509,229.70200818
1620,1620,2018-12-21T06:10:00,P2,AVG,228.78071402,230.62622914,232.16795804,231.48083622,231.3927358,229.70850826
1621,1621,2018-12-21T06:20:00,P2,AVG,229.07081797,230.89449839,232.42214055,231.64167908,231.54826568,229.81348786
1622,1622,2018-12-21T06:30:00,P2,AVG,228.94186636,230.80876065,232.37548533,231.58270095,231.51778407,229.70848094
1623,1623,2018-12-21T06:40:00,P2,AVG,229.00528140000003,230.85858028,232.23962486,231.68289002,231.46195656,229.61318861
1624,1624,2018-12-21T06:50:00,P2,AVG,229.05615169,230.92987554,232.45269871,231.75015178,231.60032364,229.72782708
1625,1625,2018-12-21T07:00:00,P2,AVG,229.06365724,230.97649254,232.53695194,231.71314248,231.66481391,229.8186855
1626,1626,2018-12-21T07:10:00,P2,AVG,229.67399842,231.46814714,232.88955969,232.11643853,231.97598669,230.15582739
1627,1627,2018-12-21T07:20:00,P2,AVG,229.62653517,231.43103854,232.90838046,232.12570294,231.99882041,230.21503346
1628,1628,2018-12-21T07:30:00,P2,AVG,229.29743601,231.14227746,232.58650366,231.92498704,231.75318411,230.04980826
1629,1629,2018-12-21T07:40:00,P2,AVG,229.04679374,230.92690478,232.49832175,231.71448309,231.65008574,229.9700062
1630,1630,2018-12-21T07:50:00,P2,AVG,228.9364386,230.79220512,232.43742257,231.67553985,231.6067701,229.90207964
1631,1631,2018-12-21T08:00:00,P2,AVG,230.33384971,232.11887914,233.46092243,232.54984941,232.29025902,230.49628084
1632,1632,2018-12-21T08:10:00,P2,AVG,231.23015679,232.81284573,234.21241913,233.14012889,232.83836147,230.99168649
1633,1633,2018-12-21T08:20:00,P2,AVG,231.37744378,232.92026222,234.2693574,233.35017717,232.89659638,230.98638814
1634,1634,2018-12-21T08:30:00,P2,AVG,231.38266409,232.98041699,234.37501757,233.34029678,232.99879938,231.05080306
1635,1635,2018-12-21T08:40:00,P2,AVG,230.77622745,232.52586379,234.01021189,232.97916687,232.73809045,230.84682285
1636,1636,2018-12-21T08:50:00,P2,AVG,230.83790239,232.46852199,233.90157617,232.9195067,232.60092664,230.75337203
1637,1637,2018-12-21T09:00:00,P2,AVG,229.95691090000005,231.6987594,233.44304322,232.26812656,232.21118062,230.30430387
1638,1638,2018-12-21T09:10:00,P2,AVG,229.4715088,231.21462254,232.73459458,231.89515507,231.70362881,229.88687192
1639,1639,2018-12-21T09:20:00,P2,AVG,229.18596263,230.93200866,232.54985511,231.70033336,231.53417307,229.76445756
1640,1640,2018-12-21T09:30:00,P2,AVG,229.10919414,230.96897043,232.57560889,231.64511912,231.56580617,229.82181207
1641,1641,2018-12-21T09:40:00,P2,AVG,229.12888194,230.95162554,232.55168098,231.64099823,231.49486499,229.64745563
1642,1642,2018-12-21T09:50:00,P2,AVG,228.95669212,230.7845866,232.47671943,231.51327029,231.42885153,229.73043196
1643,1643,2018-12-21T10:00:00,P2,AVG,228.28521427,230.16491997,231.76947681,231.05370963,230.98059634,229.19469379
1644,1644,2018-12-21T10:10:00,P2,AVG,228.21841388,230.18888335,231.71455157,231.00104687,230.96777798,229.09087955
1645,1645,2018-12-21T10:20:00,P2,AVG,228.08651143,230.0797949,231.72461448,230.91707754,230.97009111,229.09099002
1646,1646,2018-12-21T10:30:00,P2,AVG,228.35016129,230.20068988,231.8562347,231.04886245,231.05606952,229.13105761
1647,1647,2018-12-21T10:40:00,P2,AVG,228.44674444,230.30926263,231.97233811,231.08561538,231.17139182,229.14522346
1648,1648,2018-12-21T10:50:00,P2,AVG,228.32665087,230.23399259,231.86986161,231.05724737,231.0591096,229.13285024
1649,1649,2018-12-21T11:00:00,P2,AVG,228.45931215,230.3207004,232.01576771,231.14456193,231.17379427,229.21819102
1650,1650,2018-12-21T11:10:00,P2,AVG,228.40541522,230.28757088,232.01521851,231.16969697,231.20062301,229.29583259
1651,1651,2018-12-21T11:20:00,P2,AVG,228.86745897,230.73605835,232.29794805,231.45149472,231.39882205,229.55156538
1652,1652,2018-12-21T11:30:00,P2,AVG,229.42832398,231.15957957,232.83456974,231.79614495,231.76432307,229.87172286
1653,1653,2018-12-21T11:40:00,P2,AVG,229.81187076,231.54499903,232.92142668,232.09561888,231.86521012,230.00133957
1654,1654,2018-12-21T11:50:00,P2,AVG,229.60049107,231.3467075,232.8757603,232.01318168,231.86589375,229.88555443
1655,1655,2018-12-21T12:00:00,P2,AVG,229.3669546,231.19253183,232.80114087,231.88100172,231.82324059,229.80760184
1656,1656,2018-12-21T12:10:00,P2,AVG,229.52896482,231.29310338,232.80501805,231.95312195,231.79711048,229.7129528
1657,1657,2018-12-21T12:20:00,P2,AVG,229.4670438,231.1087613,232.75868069,231.84963565,231.77036689,229.69841283
1658,1658,2018-12-21T12:30:00,P2,AVG,229.48114818,231.37949493,232.72486127,231.92140554,231.71004712,229.73403513
1659,1659,2018-12-21T12:40:00,P2,AVG,229.71340956,231.44636871,232.74215864,232.07228689,231.73999742,229.79347869
1660,1660,2018-12-21T12:50:00,P2,AVG,229.64266972,231.37379636,232.84144393,232.04504684,231.84872645,229.92972466
1661,1661,2018-12-21T13:00:00,P2,AVG,230.21225147,231.98995307,233.29667928,232.45044623,232.20090112,230.34491136
1662,1662,2018-12-21T13:10:00,P2,AVG,230.1781906,231.93870916,233.31305286,232.43008038,232.28188597,230.48925416
1663,1663,2018-12-21T13:20:00,P2,AVG,230.26314851,232.00598654,233.21163672,232.49490081,232.18032275,230.28642614
1664,1664,2018-12-21T13:30:00,P2,AVG,230.7804796,232.46284147,233.58768639,232.88522954,232.48414884,230.58219056
1665,1665,2018-12-21T13:40:00,P2,AVG,230.55127205,232.33294893,233.59671764,232.78416903,232.55195512,230.58673284
1666,1666,2018-12-21T13:50:00,P2,AVG,230.71695488,232.44787151,233.61324671,232.88027554,232.50917778,230.50024701
1667,1667,2018-12-21T14:00:00,P2,AVG,230.70515061,232.43080576,233.60149805,232.83219688,232.51910354,230.50386234
1668,1668,2018-12-21T14:10:00,P2,AVG,230.74866944,232.39694782,233.51101575,232.83152886,232.42862363,230.40974689
1669,1669,2018-12-21T14:20:00,P2,AVG,230.83460587,232.51223709,233.60625275,232.9223727,232.47806775,230.5070871
1670,1670,2018-12-21T14:30:00,P2,AVG,230.69365925,232.4519844,233.61193849,232.88036811,232.49370867,230.51799695
1671,1671,2018-12-21T14:40:00,P2,AVG,230.81183973,232.49724205,233.57976696,232.94465763,232.48754481,230.58767086
1672,1672,2018-12-21T14:50:00,P2,AVG,230.74875904,232.45602513,233.603025,232.87653218,232.5076219,230.65628250000003
1673,1673,2018-12-21T15:00:00,P2,AVG,230.61493974,232.3595832,233.44849399,232.7765116,232.38516779,230.54496749
1674,1674,2018-12-21T15:10:00,P2,AVG,230.52616688,232.26072712,233.35958909,232.74978769,232.32685125,230.51998961
1675,1675,2018-12-21T15:20:00,P2,AVG,230.7210268,232.45165423,233.6167666,232.90541286,232.51380548,230.65633812
1676,1676,2018-12-21T15:30:00,P2,AVG,230.80152887,232.46948811,233.62122541,232.93082298,232.55726957,230.54026402
1677,1677,2018-12-21T15:40:00,P2,AVG,230.68609241,232.43430709,233.60338589,232.8789432,232.55462311,230.57639525
1678,1678,2018-12-21T15:50:00,P2,AVG,230.72807358,232.47432489,233.50346042,232.92085029,232.47726164,230.45555829
1679,1679,2018-12-21T16:00:00,P2,AVG,230.85991522,232.55280072,233.57955279,233.04025024,232.53633276,230.53460985
1680,1680,2018-12-21T16:10:00,P2,AVG,230.73935408,232.49963085,233.63220875,233.00637532,232.57247714,230.59212063
1681,1681,2018-12-21T16:20:00,P2,AVG,230.74485442,232.49578263,233.62233626,233.0399005,232.58186831,230.56441765
1682,1682,2018-12-21T16:30:00,P2,AVG,230.65289879,232.41148067,233.61883731,232.91943715,232.59229948,230.60575072
1683,1683,2018-12-21T16:40:00,P2,AVG,230.545006,232.34498197,233.39950632,232.90980505,232.44494204,230.58063148
1684,1684,2018-12-21T16:50:00,P2,AVG,230.45285013,232.23139751,233.30336766,232.8229506,232.34097717,230.51731508
1685,1685,2018-12-21T17:00:00,P2,AVG,230.25860556,232.03817102,233.34523657,232.70318489,232.40239556,230.55652478
1686,1686,2018-12-21T17:10:00,P2,AVG,230.73130998,232.48194048,233.60367335,232.93504137,232.61095899,230.79539035
1687,1687,2018-12-21T17:20:00,P2,AVG,231.01358467,232.75698195,233.84615208,233.1635026,232.82425464,230.90245441
1688,1688,2018-12-21T17:30:00,P2,AVG,230.98770875,232.71615141,233.75511048,233.13408621,232.73127631,230.75795457
1689,1689,2018-12-21T17:40:00,P2,AVG,231.15406581,232.85262037,233.79342403,233.25110892,232.79703614,230.80031232
1690,1690,2018-12-21T17:50:00,P2,AVG,230.9882704,232.7002227,233.84176883,233.1440526,232.81033418,230.7403901
1691,1691,2018-12-21T18:00:00,P2,AVG,231.01114554,232.64177185,233.83831799,233.14824455,232.72808064,230.71243121
1692,1692,2018-12-21T18:10:00,P2,AVG,230.9838829,232.61733532,233.82464195,233.08367591,232.69774556,230.75877701
1693,1693,2018-12-21T18:20:00,P2,AVG,230.54428468,232.33696065,233.45944247,232.77082497,232.44198321,230.68101107
1694,1694,2018-12-21T18:30:00,P2,AVG,230.47944930000003,232.2669664,233.27685335,232.71700476,232.27574264,230.5112453
1695,1695,2018-12-21T18:40:00,P2,AVG,230.48420441,232.21870482,233.31610722,232.75844065,232.29967271,230.50180005
1696,1696,2018-12-21T18:50:00,P2,AVG,230.6518243,232.40795418,233.43190467,232.80810699,232.39344617,230.53838947
1697,1697,2018-12-21T19:00:00,P2,AVG,230.84871487,232.48936181,233.62270029,232.85972115,232.48213035,230.45378553
1698,1698,2018-12-21T19:10:00,P2,AVG,230.80072208,232.43016683,233.48617064,232.81340315,232.37547582,230.32297036
1699,1699,2018-12-21T19:20:00,P2,AVG,230.74676948,232.38078168,233.31207054,232.76196963,232.25200846,230.2413691
1700,1700,2018-12-21T19:30:00,P2,AVG,230.6232859,232.30198497,233.35693736,232.65094941,232.22467227,230.27742349
1701,1701,2018-12-21T19:40:00,P2,AVG,230.67759538,232.29112592,233.30356898,232.73684671,232.19161693,230.26511862
1702,1702,2018-12-21T19:50:00,P2,AVG,230.55441649,232.20807572,233.27682687,232.65047791,232.16599968,230.21686172
1703,1703,2018-12-21T20:00:00,P2,AVG,230.22623882,231.87236635,232.92359276,232.42284981,231.88671506,229.96654912
1704,1704,2018-12-21T20:10:00,P2,AVG,230.23663623,231.87196427,232.80098079,232.43093994,231.79110644,229.93441337
1705,1705,2018-12-21T20:20:00,P2,AVG,230.10144894,231.70586505,232.81847525,232.32738111,231.7887794,229.979322
1706,1706,2018-12-21T20:30:00,P2,AVG,229.98000536,231.72190223,232.81328602,232.27088844,231.78487392,229.95541069
1707,1707,2018-12-21T20:40:00,P2,AVG,230.04402472,231.78158044,232.8240029,232.18069631,231.81969872,229.92098648
1708,1708,2018-12-21T20:50:00,P2,AVG,229.90249454,231.55902759,232.68898062,232.05196963,231.69675247,229.75097105
1709,1709,2018-12-21T21:00:00,P2,AVG,230.09641208,231.69862456,232.76451669,232.17667988,231.80118216,229.72524093
1710,1710,2018-12-21T21:10:00,P2,AVG,229.99043085,231.6236515,232.82230005,232.1407592,231.77819221,229.7136464
1711,1711,2018-12-21T21:20:00,P2,AVG,229.83620235,231.51808731,232.74419556,232.07854946,231.69655679,229.70229126
1712,1712,2018-12-21T21:30:00,P2,AVG,229.65712993,231.34871671,232.57886859,231.91124458,231.58897195,229.66549709
1713,1713,2018-12-21T21:40:00,P2,AVG,229.46708193,231.25397058,232.43620549,231.79019206,231.47958935,229.66670531
1714,1714,2018-12-21T21:50:00,P2,AVG,229.33185571,231.23416852,232.19247306,231.71966598,231.30614994,229.45325366
1715,1715,2018-12-21T22:00:00,P2,AVG,229.40227908,231.02905116,232.29549352,231.69283333,231.35791666,229.57411527
1716,1716,2018-12-21T22:10:00,P2,AVG,229.27467316,230.92556854,232.21133868,231.66388853,231.31302869,229.57600244
1717,1717,2018-12-21T22:20:00,P2,AVG,228.95119633,230.72010047,232.04244409,231.42443502,231.18938644,229.44724559
1718,1718,2018-12-21T22:30:00,P2,AVG,228.7619858,230.56656513,231.82782167,231.32246309,231.04469147,229.31360661
1719,1719,2018-12-21T22:40:00,P2,AVG,228.62383212,230.51515605,231.71756046,231.21962443,230.94469755,229.127612
1720,1720,2018-12-21T22:50:00,P2,AVG,228.67139799,230.46842566,231.8034678,231.21911143,231.02745638,229.13947146
1721,1721,2018-12-21T23:00:00,P2,AVG,228.61370514,230.48603836,231.76897684,231.21289293,231.02307627,229.11778418
1722,1722,2018-12-21T23:10:00,P2,AVG,228.27239326,230.15512491,231.57247423,231.00402639,230.91974891,229.05897756
1723,1723,2018-12-21T23:20:00,P2,AVG,227.96752271,229.44482911,231.17708974,230.76343713,230.61910106,228.73115348
1724,1724,2018-12-21T23:30:00,P2,AVG,228.13861361,229.76389419,231.21883696,230.91579337,230.64288383,228.75740544
1725,1725,2018-12-21T23:40:00,P2,AVG,228.48126077,230.35878647,231.76456437,231.18820994,231.01334177,229.19165802
1726,1726,2018-12-21T23:50:00,P2,AVG,228.80195856,230.77078275,232.06678033,231.44413075,231.29152211,229.49906207
1727,1727,2018-12-22T00:00:00,P2,AVG,228.70119693,230.69776334,232.04001586,231.42527844,231.31384526,229.49525913
1728,1728,2018-12-22T00:10:00,P2,AVG,228.31871443,230.29359301,231.65023414,231.1656415,231.04231232,229.25265968
1729,1729,2018-12-22T00:20:00,P2,AVG,228.57139286,230.49873349,231.72205276,231.3376969,231.09871586,229.31347778
1730,1730,2018-12-22T00:30:00,P2,AVG,228.75804702,230.61172633,231.94037557,231.46871074,231.24427735,229.32679399
1731,1731,2018-12-22T00:40:00,P2,AVG,229.50167744,231.30637511,232.50414769,231.94847478,231.59415739,229.60823366
1732,1732,2018-12-22T00:50:00,P2,AVG,229.70703013,231.60762219,232.77477912,232.13030485,231.85891783,229.94727969
1733,1733,2018-12-22T01:00:00,P2,AVG,229.53556388,231.50386412,232.65479724,232.07766040000004,231.78286577,229.93723482
1734,1734,2018-12-22T01:10:00,P2,AVG,229.88055541,231.81390976,232.70064295,232.32499662,231.84098064,230.02278528
1735,1735,2018-12-22T01:20:00,P2,AVG,229.82037643,231.70057088,232.84495177,232.242751,231.96523167,230.08340735
1736,1736,2018-12-22T01:30:00,P2,AVG,230.11660999,231.79445974,233.09954017,232.3918599,232.16428526,230.22162859
1737,1737,2018-12-22T01:40:00,P2,AVG,230.02949813,231.83807912,233.11516959,232.37919381,232.15263075,230.28432074
1738,1738,2018-12-22T01:50:00,P2,AVG,229.93660408,231.70297718,233.00341939,232.29973328,232.09667684,230.20191684
1739,1739,2018-12-22T02:00:00,P2,AVG,230.44127027,232.12234825,233.20394443,232.61517962,232.20894203,230.33758365
1740,1740,2018-12-22T02:10:00,P2,AVG,230.41600784,232.16046927,233.40077283,232.71073518,232.36921966,230.45575665
1741,1741,2018-12-22T02:20:00,P2,AVG,230.70668863,232.411447,233.63198875,232.90423141,232.56826254,230.63198719
1742,1742,2018-12-22T02:30:00,P2,AVG,230.69164261,232.42594054,233.6560453,232.8796191,232.62768140000003,230.58774021
1743,1743,2018-12-22T02:40:00,P2,AVG,230.30302395,232.10392531,233.39900342,232.65001285,232.44512971,230.40986243
1744,1744,2018-12-22T02:50:00,P2,AVG,230.08224385,231.71080149,232.86478767,232.44074614,232.11046324,230.15562594
1745,1745,2018-12-22T03:00:00,P2,AVG,229.74228529,231.6163952,232.89115779,232.24199499,232.08347069,230.11256452
1746,1746,2018-12-22T03:10:00,P2,AVG,229.72202102,231.56713918,232.87697749,232.22944628,232.044966,230.11294077
1747,1747,2018-12-22T03:20:00,P2,AVG,230.05652861,231.86420461,233.10958746,232.44072851,232.18914992,230.27598993
1748,1748,2018-12-22T03:30:00,P2,AVG,229.95055507,231.65299911,232.99211797,232.34713112,232.13255905,230.18313265
1749,1749,2018-12-22T03:40:00,P2,AVG,229.91112646,231.65418536,232.72345869,232.31711804,231.95042223,230.13424894
1750,1750,2018-12-22T03:50:00,P2,AVG,229.77156967,231.54228349,232.83532113,232.26225471,232.02691874,230.21800249
1751,1751,2018-12-22T04:00:00,P2,AVG,230.12072951,231.74799039,232.98815458,232.42316132,232.11469624,230.26968615
1752,1752,2018-12-22T04:10:00,P2,AVG,230.58875019,232.20386767,233.39861796,232.64184243,232.36527928,230.37274533
1753,1753,2018-12-22T04:20:00,P2,AVG,230.21932926,231.9392058,233.17397028,232.4382477,232.1595561,230.13689534
1754,1754,2018-12-22T04:30:00,P2,AVG,229.98639205,231.72615673,232.79242498,232.26003305,231.88086515,229.91976335
1755,1755,2018-12-22T04:40:00,P2,AVG,229.8329078,231.53463404,232.74081536,232.15267034,231.83429241,229.97746188
1756,1756,2018-12-22T04:50:00,P2,AVG,229.70341908,231.17820374,232.43880951,232.05105266,231.63935256,229.84684947
1757,1757,2018-12-22T05:00:00,P2,AVG,229.55900483,231.31598596,232.51872864,231.90731437,231.64242074,229.76535730000003
1758,1758,2018-12-22T05:10:00,P2,AVG,229.46449935,231.24149195,232.46395769,231.81280969,231.55984627,229.66334128
1759,1759,2018-12-22T05:20:00,P2,AVG,229.66660654,231.36081232,232.37730973,231.91002311,231.50575077,229.61932331
1760,1760,2018-12-22T05:30:00,P2,AVG,229.20905647,231.03348802,232.30133483,231.61001909,231.45377934,229.6461722
1761,1761,2018-12-22T05:40:00,P2,AVG,229.24733277,231.0173226,232.2607119,231.65207424,231.42935428,229.63196442
1762,1762,2018-12-22T05:50:00,P2,AVG,229.3510434,231.12386391,232.26944688,231.71548522,231.43494412,229.58190252
1763,1763,2018-12-22T06:00:00,P2,AVG,229.22698279,230.9189346,232.18201413,231.5550105,231.36562608,229.47472552
1764,1764,2018-12-22T06:10:00,P2,AVG,229.37989521,231.23354169,232.20855019,231.67813545,231.38254075,229.33895336
1765,1765,2018-12-22T06:20:00,P2,AVG,229.38211773,231.08655763,232.28480478,231.68366136,231.4544938,229.40351275
1766,1766,2018-12-22T06:30:00,P2,AVG,229.38542733,231.08653602,232.26080142,231.70907484,231.4384719,229.51468034
1767,1767,2018-12-22T06:40:00,P2,AVG,229.43114606,231.24745132,232.40032081,231.74820274,231.54895225,229.56137349
1768,1768,2018-12-22T06:50:00,P2,AVG,230.09643847,231.72595738,232.86281758,232.09193709,231.85099109,229.85836166
1769,1769,2018-12-22T07:00:00,P2,AVG,230.50729249,232.12581273,233.02864762,232.46588195,232.0029204,230.02301756
1770,1770,2018-12-22T07:10:00,P2,AVG,230.71268836,232.32122994,233.32663477,232.5927918,232.26712228,230.31710953
1771,1771,2018-12-22T07:20:00,P2,AVG,230.74059468,232.28421361,233.33125163,232.60487554,232.29556954,230.39327806
1772,1772,2018-12-22T07:30:00,P2,AVG,230.70662437,232.27442745,233.34131036,232.6014655,232.28733871,230.41847057
1773,1773,2018-12-22T07:40:00,P2,AVG,230.59662225,232.18795389,233.24688377,232.50300633,232.21652882,230.31964274
1774,1774,2018-12-22T07:50:00,P2,AVG,231.08408514,232.55328558,233.4147582,232.82387093,232.34360428,230.37288666
1775,1775,2018-12-22T08:00:00,P2,AVG,231.15042003,232.68727059,233.63298481,232.8669392,232.45652365,230.39726462
1776,1776,2018-12-22T08:10:00,P2,AVG,231.3951225,232.84083945,233.80195631,233.01656871,232.621764,230.50238778
1777,1777,2018-12-22T08:20:00,P2,AVG,231.35889981,232.82107234,233.83692546,233.01977734,232.5991352,230.55119189
1778,1778,2018-12-22T08:30:00,P2,AVG,231.08758828,232.58389672,233.62466314,232.82421236,232.44301634,230.40891633
1779,1779,2018-12-22T08:40:00,P2,AVG,230.71791723,232.28220157,233.18138086,232.57494108,232.12967369,230.16928777
1780,1780,2018-12-22T08:50:00,P2,AVG,230.72072087,232.27257554,233.3018621,232.56339566,232.21647203,230.26872664
1781,1781,2018-12-22T09:00:00,P2,AVG,230.60712386,232.20588243,233.32897056,232.50801091,232.21396212,230.25720607
1782,1782,2018-12-22T09:10:00,P2,AVG,230.65696518,232.20377191,233.30029307,232.51731234,232.17816537,230.27367542
1783,1783,2018-12-22T09:20:00,P2,AVG,230.6955541,232.35462732,233.39847199,232.58225159,232.25741643,230.41017722
1784,1784,2018-12-22T09:30:00,P2,AVG,230.99567828,232.47341232,233.50245511,232.80293553,232.33558007,230.489496
1785,1785,2018-12-22T09:40:00,P2,AVG,230.93696199,232.54275335,233.55548876,232.83873819,232.41149457,230.49382661
1786,1786,2018-12-22T09:50:00,P2,AVG,230.66030003,232.31046509,233.4095049,232.70542717,232.31964355,230.33105791
1787,1787,2018-12-22T10:00:00,P2,AVG,230.75871148,232.41355404,233.44920717,232.75847935,232.36775199,230.30574986
1788,1788,2018-12-22T10:10:00,P2,AVG,230.92245509,232.39152635,233.55124723,232.74495032,232.41781196,230.35362123
1789,1789,2018-12-22T10:20:00,P2,AVG,230.9844449,232.51191623,233.52999535,232.83724292,232.41329646,230.38621932
1790,1790,2018-12-22T10:30:00,P2,AVG,230.92715471,232.48693047,233.59188555,232.81168662,232.48727253,230.51287938
1791,1791,2018-12-22T10:40:00,P2,AVG,230.86880155,232.45979618,233.61387726,232.80198526,232.52734558,230.55728608
1792,1792,2018-12-22T10:50:00,P2,AVG,231.06822743,232.72019446,233.69219777,232.9990738,232.57913153,230.69667847
1793,1793,2018-12-22T11:00:00,P2,AVG,231.18541886,232.67684182,233.81070505,233.05950626,232.6349368,230.74209518
1794,1794,2018-12-22T11:10:00,P2,AVG,231.19784083,232.90548694,233.76627926,233.08166062,232.62564672,230.79067802
1795,1795,2018-12-22T11:20:00,P2,AVG,231.43522565,232.93517238,234.00004505,233.21503362,232.76847369,230.89541734
1796,1796,2018-12-22T11:30:00,P2,AVG,231.68839439,233.26250640000004,234.34295531,233.47188387,233.0230389,231.08364232
1797,1797,2018-12-22T11:40:00,P2,AVG,232.13898255,233.59900769,234.644126,233.74603093,233.27461597,231.21163856
1798,1798,2018-12-22T11:50:00,P2,AVG,232.12015572,233.57704389,234.53136881,233.69924661,233.21270524,231.18610075
1799,1799,2018-12-22T12:00:00,P2,AVG,231.5791451,233.27121213,234.01663993,233.44184986,232.85711198,230.927802
1800,1800,2018-12-22T12:10:00,P2,AVG,231.60681596,233.28105751,234.05627108,233.48440408,232.87484631,230.95699555
1801,1801,2018-12-22T12:20:00,P2,AVG,231.54770589,233.1378006,234.12988388,233.50492628,232.94130112,231.0196588
1802,1802,2018-12-22T12:30:00,P2,AVG,231.47586611,233.07187429,234.15209253,233.51358669,232.94777956,230.99567087
1803,1803,2018-12-22T12:40:00,P2,AVG,231.47775468,233.05839989,234.06244746,233.45368586,232.85151553,230.97296467
1804,1804,2018-12-22T12:50:00,P2,AVG,231.53331432,233.17502026,234.09537838,233.49012834,232.85782283,231.02284025
1805,1805,2018-12-22T13:00:00,P2,AVG,231.57473239,233.17235268,234.16024626,233.5854812,232.918282,231.12661268
1806,1806,2018-12-22T13:10:00,P2,AVG,231.54242224,233.24455355,234.20901176,233.56440311,232.9900801,231.16427897
1807,1807,2018-12-22T13:20:00,P2,AVG,231.88525197,233.43467277,234.44150357,233.77888355,233.12889292,231.16869204
1808,1808,2018-12-22T13:30:00,P2,AVG,232.09597615,233.64227596,234.61901316,233.87177025,233.25209837,231.19082076
1809,1809,2018-12-22T13:40:00,P2,AVG,232.18541189,233.66568174,234.55058361,233.93998395,233.20357742,231.16515328
1810,1810,2018-12-22T13:50:00,P2,AVG,231.96172345,233.50543704,234.41113183,233.801572,233.13566535,231.13249978
1811,1811,2018-12-22T14:00:00,P2,AVG,232.3242621,233.76648359,234.7436639,233.97720383,233.35976157,231.34923354
1812,1812,2018-12-22T14:10:00,P2,AVG,232.70836293,234.14795002,234.98078727,234.23409198,233.53005978,231.5138982
1813,1813,2018-12-22T14:20:00,P2,AVG,232.60714881,233.99589518,234.86558921,234.11704905,233.43828966,231.42388067
1814,1814,2018-12-22T14:30:00,P2,AVG,232.37764439,233.84157261,234.62246227,233.99859113,233.23372937,231.31316323
1815,1815,2018-12-22T14:40:00,P2,AVG,232.32208554,233.7335316,234.51241871,233.89625655,233.12309943,231.26098958
1816,1816,2018-12-22T14:50:00,P2,AVG,232.05443713,233.5176031,234.46209136,233.72138373,233.03722356,231.2178864
