,date_clean,tag,tag_num,unit,Y1A,Y2A,Y3A
396,2019-08-23 03:30:00.000,NE280PV,1701,Total [1/m²],2079.861,119.604,95.528
397,2019-08-23 07:30:00.000,NE280PV,1701,Total [1/m²],2717.724,242.079,240.337
398,2019-08-23 11:30:00.000,NE280PV,1701,Total [1/m²],2692.036,100.315,67.399
399,2019-08-23 15:29:59.990,NE280PV,1701,Total [1/m²],2940.067,133.101,107.523
400,2019-08-23 19:29:59.985,NE280PV,1701,Total [1/m²],3200.61,237.934,200.002
401,2019-08-23 23:29:59.980,NE280PV,1701,Total [1/m²],2822.667,210.825,180.951
402,2019-08-24 03:30:00.000,NE280PV,1701,Total [1/m²],2354.183,129.902,118.093
403,2019-08-24 08:30:00.000,NE280PV,1701,Total [1/m²],2765.479,155.345,132.299
404,2019-08-24 11:30:00.000,NE280PV,1701,Total [1/m²],2507.786,193.106,179.312
405,2019-08-24 15:30:00.000,NE280PV,E190289,Total [1/m²],3099.084,221.677,182.972
406,2019-08-24 19:30:00.000,NE280PV,E190289,Total [1/m²],3315.41,114.046,99.678
407,2019-08-24 23:30:00.000,NE280PV,1701,Total [1/m²],3645.112,119.298,88.82
408,2019-08-25 03:30:00.000,NE280PV,1701,Total [1/m²],4370.994,342.271,234.724
409,2019-08-25 08:30:00.000,NE280PV,1701,Total [1/m²],3172.62,213.386,227.042
410,2019-08-25 11:30:00.000,NE280PV,1701,Total [1/m²],3177.754,276.528,265.918
411,2019-08-25 15:30:00.000,NE280PV,1701,Total [1/m²],4253.791,372.697,308.258
412,2019-08-25 19:30:00.000,NE280PV,1701,Total [1/m²],3776.928,224.482,180.098
413,2019-08-25 23:30:00.000,NE280PV,1701,Total [1/m²],3905.477,341.348,262.977
414,2019-08-26 03:30:00.000,NE280PV,1701,Total [1/m²],3577.626,259.469,162.274
415,2019-08-26 08:30:00.000,NE280PV,1701,Total [1/m²],3564.014,221.569,171.659
416,2019-08-26 11:30:00.000,NE280PV,1701,Total [1/m²],6198.344,765.526,723.284
417,2019-08-26 15:30:00.000,NE280PV,1701,Total [1/m²],5624.622,586.741,524.284
418,2019-08-26 19:30:00.000,NE280PV,1701,Total [1/m²],4836.527,616.786,533.244
419,2019-08-26 23:30:00.000,NE280PV,1701,Total [1/m²],4137.115,269.831,250.865
420,2019-08-27 03:30:00.000,NE280PV,1701,Total [1/m²],4080.947,254.645,209.551
421,2019-08-27 07:30:00.000,NE280PV,1701,Total [1/m²],4093.748,317.095,254.126
422,2019-08-27 11:30:00.000,NE280PV,1701,Total [1/m²],3457.893,297.809,258.624
423,2019-08-27 15:30:00.000,NE282PV,1701,Total [1/m²],4325.048,387.935,314.659
424,2019-08-27 19:30:00.000,NE282PV,1701,Total [1/m²],3929.889,237.072,199.17
425,2019-08-27 23:30:00.000,NE280PV,1701,Total [1/m²],4665.366,330.463,266.23
426,2019-08-28 03:30:00.000,NE280PV,1701,Total [1/m²],4828.502,539.661,413.798
427,2019-08-28 07:30:00.005,NE282PV,1701,Total [1/m²],10884.22,1676.264,1345.8
428,2019-08-28 11:30:00.010,NE282PV,1701,Total [1/m²],10625.551,1789.536,1439.497
429,2019-08-28 15:30:00.015,NE282PV,1701,Total [1/m²],7676.809,1064.667,812.94
430,2019-08-28 19:30:00.020,NE280PV,E190298,Total [1/m²],5643.566,566.882,403.174
431,2019-08-28 23:30:00.025,NE282PV,1701,Total [1/m²],6676.882,759.812,529.08
432,2019-08-29 03:30:00.030,NE282PV,1701,Total [1/m²],8468.531,1230.548,911.439
433,2019-08-29 07:30:00.035,NE282PV,1701,Total [1/m²],10520.138,1648.146,1201.348
434,2019-08-29 11:30:00.040,NE282PV,1701,Total [1/m²],5750.525,649.638,490.307
435,2019-08-29 15:30:00.045,NE282PV,1701,Total [1/m²],5293.493,632.467,445.131
436,2019-08-29 19:30:00.050,NE282PV,1701,Total [1/m²],3728.707,286.489,242.079
437,2019-08-29 23:30:00.055,NE280PV,1701,Total [1/m²],4013.454,329.157,290.843
438,2019-08-30 03:30:00.060,NE280PV,1701,Total [1/m²],10339.913,1672.432,1362.084
439,2019-08-30 07:30:00.065,NE280PV,1701,Total [1/m²],10185.961,1701.765,1327.825
440,2019-08-30 11:30:00.070,NE280PV,1701,Total [1/m²],11701.014,1998.094,1643.054
441,2019-08-30 15:30:00.075,NE282PV,1701,Total [1/m²],8326.459,1256.545,1104.157
442,2019-08-30 19:30:00.080,NE282PV,1701,Total [1/m²],6764.848,1071.712,848.787
443,2019-08-30 23:30:00.085,NE282PV,1701,Total [1/m²],5980.238,888.803,743.974
444,2019-08-31 03:30:00.090,NE282PV,1701,Total [1/m²],11165.894,2097.461,1629.249
445,2019-08-31 07:30:00.095,NE282PV,1701,Total [1/m²],6996.629,1168.116,908.631
446,2019-08-31 11:30:00.100,NE282PV,1701,Total [1/m²],5890.87,905.646,713.764
447,2019-08-31 15:30:00.105,NE282PV,1701,Total [1/m²],3839.085,318.175,250.683
448,2019-08-31 19:30:00.110,NE282PV,1701,Total [1/m²],3743.794,334.836,266.745
449,2019-08-31 23:30:00.115,NE282PV,1701,Total [1/m²],3347.451,353.452,306.038
450,2019-09-01 03:30:00.120,NE282PV,1701,Total [1/m²],3761.683,385.733,374.406
451,2019-09-01 07:30:00.125,NE280PV,1701,Total [1/m²],3313.342,371.826,321.32
452,2019-09-01 11:30:00.130,NE280PV,1701,Total [1/m²],3619.931,403.9,338.446
453,2019-09-01 15:30:00.135,NE280PV,1701,Total [1/m²],4992.623,663.652,517.247
454,2019-09-01 19:30:00.140,NE280PV,1701,Total [1/m²],5992.076,892.777,754.424
455,2019-09-01 23:30:00.000,NE280PV,1701,Total [1/m²],4920.676,621.379,537.732
456,2019-09-02 03:30:00.000,NE282PV,1701,Total [1/m²],4395.018,506.175,452.393
457,2019-09-02 07:30:00.000,E280PV,1701,Total [1/m²],3657.028,295.678,236.693
458,2019-09-02 11:30:00.000,E280PV,1701,Total [1/m²],3484.521,190.519,153.45
459,2019-09-02 15:30:00.000,E280PV,1701,Total [1/m²],9646.053,407.725,312.314
460,2019-09-02 19:30:00.000,E280PV,1701,Total [1/m²],10205.176,464.835,326.501
461,2019-09-02 23:30:00.000,E280PV,1701,Total [1/m²],10584.371,476.5,340.454
462,2019-09-03 03:30:00.000,E280PV,1701,Total [1/m²],11039.307,587.781,464.739
463,2019-09-03 07:30:00.000,E280PV,1701,Total [1/m²],16769.913,1675.251,1262.448
464,2019-09-03 10:00:00.000,E280PV,1701,Total [1/m²],16687.749,1410.674,1167.724
465,2019-09-03 11:30:00.000,E280PV,1701,Total [1/m²],22668.526,2667.616,2204.852
466,2019-09-03 11:30:00.000,E280PV,K SILO,Total [1/m²],18986.887,1648.137,1260.202
467,2019-09-03 11:30:00.000,E280PV,REF,Total [1/m²],6632.78,269.944,194.185
468,2019-09-03 13:30:00.000,E280PV,1701,Total [1/m²],22569.04,2422.528,1950.561
469,2019-09-03 15:30:00.000,NE282PV,1701,Total [1/m²],27633.534,3436.123,2903.202
470,2019-09-03 18:30:00.000,NE282PV,1701,Total [1/m²],14115.267,951.667,728.541
471,2019-09-03 19:30:00.000,NE282PV,1701,Total [1/m²],13207.919,788.144,605.793
472,2019-09-03 23:30:00.000,NE282PV,1701,Total [1/m²],15553.431,1237.614,980.762
473,2019-09-04 03:30:00.000,NE282PV,1701,Total [1/m²],17484.66,1599.893,1170.407
