DATE,Target,Etching1,Etching2,Etching3,CVD1,CVD2,CVD3,Photo1,Photo2,D2TI13027 24,D2TI13029 18,D2TI13029 19,D2TI13029 20,D2TI13030 1,D2TI13031 21,D2TI13032 16,D2TI13047 20,D2TI13050 12,D2TI13078 8,D2TI13084 18,D2TI13102 24,D2TI13105 23,D2TI13107 8,D2TI13108 7,D2TI13108 8,D2TI13109 5,D2TI13109 7,D2TI13109 9,D2TI13109 17,D2TI13109 20,D2TI13110 13,D2TI13123 6,D2TI13132 1,D2TI13132 8,D2TI13132 23,D2TI13134 19,D2TI13135 3,D2TI13152 10,D2TI13152 23,D2TI13206 4,D2TI13206 16,D2TI13208 9,D2TI13208 24,D2TI13215 19,D2TI13415 21,D2TI14002 22,D2TI14009 2,D2TI14010 6,D2TI14010 23,D2TI14021 7,D2TI16002 2,D2TI17103 15,D2TI17103 22,D2TI17104 15,D2TI17105 4,D2TI17105 14,D2TI17106 5,D2TI17107 14,D2TI17109 6,D2TI17109 9,D2TI17109 14,D2TI17109 15,D2TI18038 13,D2TIC13007 7,D2TIC13007 8,D2TIC13111 11
2017-01-24,0.5,33.340756249,47.914492979,0.006451372,0.005404195,0.0099076186,0.017172001,35,67.262145556,,,193.96481268,193.62725117,190.54786964,188.49204398,185.53947075,224.98906231,218.67883572,215.64137933,223.83893938,233.84656796,230.61271493,226.55157465,222.02996263,222.01232806,210.83581398,210.94968616,210.06256835,211.06224333,210.81862314,202.74137693,157.95221198,156.37296323,156.32981685,156.24335167,138.5592045,134.98790197,155.13708666,155.06247454,158.49521514,158.45847035,139.00495668,139.22784204,139.50425284,227.97516169,182.05349379,0.3414085539,30.736439951,53.656965281,2.5019501684,159.35807257,158.94120742,158.55377961,72.285580625,64.106072301,64.657155077,129.42205666,113.03373174,149.66349103,149.51493225,150.13915762,149.65728436,151.75914726,128.04733982,127.99588583,195.61847102
2017-01-25,0.3,33.71935687,37.299455804,0.0044371484,0.006321825,0.0102015671,26.249998093,35,67.602690339,,,194.05981629,194.2544286,190.89989888,188.50633843,186.01404382,225.10435287,218.92750633,215.44787854,224.03847722,234.13457424,230.81948156,227.40563184,223.35155632,223.0096048,210.35687067,211.49721023,210.62068556,210.89178519,209.91055499,203.68410851,157.77910219,156.23327168,156.26487492,156.12367493,138.16083631,135.49818157,155.06416353,154.98700873,158.46344555,158.47972817,139.37264775,139.0035223,138.82374742,227.96508403,182.55092882,19.121868706,47.166908124,37.161979056,2.4153309898,159.62687156,158.16739823,159.22382069,70.959153083,63.861522211,63.546955141,130.90762442,113.46406571,149.26421068,148.85200916,148.78144745,148.87898398,151.71935116,127.95089897,127.92983197,196.00912613
2017-01-25,0.8,35.474276703,33.527310401,0.0050614162,0.0062018628,0.0095621021,26.249998093,35,68.300534787,,195.41339841,195.14238318,194.33881986,191.11719011,188.03235052,186.93389622,225.94496041,220.67863518,216.40733765,225.17166259,234.38462817,230.64347383,226.85703686,221.90792662,222.39996746,210.08142643,210.09608294,209.68764855,211.24699957,210.59448491,202.80650494,157.82028742,156.08789783,156.02902231,156.03171406,137.51055923,134.29255307,154.87742581,155.15827474,158.50915965,158.44167195,134.88940738,135.77499645,138.17636489,229.0179062,181.30294812,3.6952082308,37.509398564,38.924730877,2.1065734687,159.78177943,159.43849258,160.04684745,73.22937523,64.532301118,65.132166392,130.7649522,112.83595954,150.26893236,150.82477305,150.79158279,150.80622325,151.60428669,128.01541035,128.04549724,193.2269811
2017-01-25,0.7,35.351662519,33.940672529,0.0044519734,0.0065911362,0.0096686646,26.249998093,35,69.704738302,,193.91961322,193.92505633,194.10925848,189.65123508,188.51809121,186.05798739,226.03954783,218.72801483,216.3912998,225.76786791,235.04927466,231.51886268,227.89958615,223.95441806,223.72462061,210.10976185,209.89990914,210.95023159,209.86647486,211.05650306,202.18876751,157.81957019,156.00443615,156.0896764,156.09293111,138.28417796,129.64944647,155.4055494,155.47502675,158.19644181,158.50294472,139.32816285,138.66405592,138.43404513,228.97332374,179.68366278,0.6131296376,36.882210819,34.947229254,1.3118648787,159.00707505,158.60881463,158.37536533,73.343721286,65.110181631,65.106611526,128.93375663,112.07869958,151.17953511,151.01050131,150.73925575,150.56271096,151.76412661,128.00670837,128.03198209,192.82925206
2017-01-25,1.4,36.842119676,31.62389207,0.003896585,0.0048744937,0.0083887364,0.0161981165,0.0038817344,64.819001015,,194.14754165,194.40103835,194.62996612,191.31758099,189.16850475,186.77723498,226.62493071,220.04189726,216.75727697,225.66118665,235.8079992,233.04035762,228.19509127,224.37190306,224.05240771,211.64860742,211.12070781,211.08554755,213.13681784,213.23748851,203.86080749,157.93930126,156.07057383,156.02329425,156.04000138,137.60806171,134.69509683,155.54927441,155.77116661,158.46605024,158.54026972,138.06022256,137.64314227,138.05017505,230.11036732,184.03045584,-0.07212526,37.226435533,48.225159169,1.0999654907,157.30233008,160.05797899,160.24429664,73.060281403,64.762442972,64.930105632,125.83384472,111.79580987,151.21925197,151.32876831,150.82258699,150.72851121,151.76471938,127.83410764,127.86807831,195.21391007
2017-01-25,,36.792869055,32.348999263,0.0046565788,0.0058671178,0.0102631949,26.249998093,35,66.498488219,,195.30692957,195.01923053,195.0999328,191.93006174,189.52034908,186.82772994,226.83967937,220.29305586,218.00729023,226.71771106,235.86790013,232.68749616,229.69370812,225.22985799,225.22667379,210.89928993,212.03980187,211.53895004,212.15785641,211.56183467,203.73937837,158.1735193,156.04227951,155.98555493,155.9310159,136.90146928,133.64847356,156.00764175,156.31985637,158.60600395,158.59231811,137.35184672,138.16069066,137.4699565,229.74125675,181.7545532,1.6174037305,49.471243544,47.705802069,2.493282779,161.70912286,159.47625327,159.74624528,72.569306414,64.652742481,64.739245856,129.21486767,114.30164381,150.1776053,149.62935986,150.56527324,150.31521904,151.82367933,128.04442589,127.99554098,195.82995485
2017-01-25,0.4,36.321471191,33.786202963,0.006244943,0.0047920641,0.0112919816,26.249998093,35,66.785137409,,195.45667005,195.69076338,195.63908496,192.18884804,189.86152183,187.41728343,226.87838132,220.1121925,218.3214021,226.96516783,236.11252051,233.32532433,229.65794511,225.71407235,225.43584281,211.33975854,212.26560112,212.00391866,212.11965287,211.75466452,204.47777155,158.0329774,155.89741895,155.8503386,155.82575142,137.552025,133.85515136,156.32645944,156.46408903,158.58107914,158.60475451,138.27981487,137.36759723,137.71590663,229.94891635,181.86757032,2.2830562894,45.682155427,42.76900398,2.9461577026,158.75189233,158.56444555,159.73258571,71.952509331,64.631370264,64.419493027,131.58153812,114.86369933,149.56582787,149.54378785,149.712484,149.69163976,151.82389407,127.95069411,127.98824169,194.65066758
2017-01-26,0.4,37.479846828,35.874180311,0.0050600507,0.0045085053,0.0110906207,26.249998093,35,66.920214491,,,195.60325207,195.4511486,192.30718372,189.84484944,187.35232604,226.86094113,220.76332666,217.86033324,227.14595048,235.97085431,231.75571238,229.63397023,225.0489579,226.09551499,212.30805393,211.68460376,212.54664847,211.61276155,212.47275544,204.18349886,157.84508687,155.82868918,155.76688374,155.70577129,137.40947071,134.16801513,156.31481651,156.21457621,158.58220089,158.52297547,137.63675491,137.95838951,137.24265253,230.03746796,181.20981768,2.2039276098,40.062340684,37.896307319,2.6097697381,158.75026065,160.27842036,160.43379712,73.29585846,65.28237854,65.298239058,131.16253766,113.61655238,151.43264089,151.4074187,151.40030405,151.33152864,151.76605188,127.8353223,127.95518277,194.62927267
2017-01-26,0.8,35.07299911,31.878848495,0.0049474003,0.0045351089,0.0092754237,26.249998093,35,66.814747454,,,194.730388,194.67631553,192.36912205,189.1270722,186.79651939,226.93908923,220.37633522,218.14992414,227.55376641,234.34059128,231.82508838,229.51290942,225.84690966,225.22573031,212.79345203,212.06794279,212.51284138,212.21620238,212.31788856,203.86928264,158.06749191,155.72329276,155.71209934,155.61022677,137.10387797,134.06852143,156.27863819,156.25566713,158.55550435,158.5448672,138.17756726,138.12538303,137.20924149,229.05273748,181.04331041,0.3044025564,37.904623079,36.248656039,1.1422168973,158.90877833,160.54480461,160.38801908,73.042289274,65.227790945,65.201500538,129.08818307,112.50123824,151.30245394,151.33578397,151.35398047,151.26578433,151.81128048,128.06422877,128.00267381,194.78646371
2017-01-26,0.6,36.111055951,32.277347684,0.0038562263,0.0031308282,0.009618752,26.249998093,35,67.291148405,,,194.31714439,194.20252933,191.47908917,189.15570424,186.13896349,226.26266809,219.60885896,217.05301562,226.25641412,235.70538606,232.74818967,229.34178319,225.48483472,225.48817841,212.30413639,212.36631813,211.41475734,212.57664036,212.53663671,203.60409456,157.95677374,155.61936322,155.53634719,155.77588736,137.71967102,133.63858015,156.29517958,157.51872587,158.42357288,160.198455,138.08646793,137.89633723,137.43316932,229.03398802,181.23521407,-0.152189112,36.191745739,35.899118294,0.3730993158,158.94028467,160.52170888,160.46120841,72.893856546,65.104651239,65.014393425,128.00946043,111.05152876,150.81153187,151.17012589,150.99548856,151.0340462,152.19879215,128.02809548,127.97808838,195.55867497
2017-01-26,0.4,36.631664662,32.83080114,0.005223063,0.0040974565,0.0100625512,26.249998093,35,68.203255853,,,195.41767691,195.57896017,191.74919709,190.12360055,186.96766733,227.15453668,221.10070296,218.31421896,227.46805843,236.63871262,233.6251942,230.2850562,227.33284415,226.87877722,212.22946658,213.41357296,212.85165194,213.87175559,212.861605,205.08457164,157.95772863,155.77829848,155.74084777,155.67972643,137.30920696,133.47140337,157.45166811,157.30113941,160.11911035,160.1224711,137.84677353,138.43388777,137.42719499,230.00645664,182.02723655,1.1820156357,34.762723407,36.897080882,1.2837729259,158.95551427,157.94246561,158.14082222,72.802218643,64.649363024,64.407724242,126.43873546,111.26588472,151.47260927,151.58967287,151.53903288,151.52189861,152.204852,128.01897486,127.99186388,195.14713989
