DATE,Target,Etching1,Etching2,Etching3,CVD1,CVD2,CVD3,Photo1,Photo2,D2TI13027 24,D2TI13029 18,D2TI13029 19,D2TI13029 20,D2TI13030 1,D2TI13031 21,D2TI13032 16,D2TI13047 20,D2TI13050 12,D2TI13078 8,D2TI13084 18,D2TI13102 24,D2TI13105 23,D2TI13107 8,D2TI13108 7,D2TI13108 8,D2TI13109 5,D2TI13109 7,D2TI13109 9,D2TI13109 17,D2TI13109 20,D2TI13110 13,D2TI13123 6,D2TI13132 1,D2TI13132 8,D2TI13132 23,D2TI13134 19,D2TI13135 3,D2TI13152 10,D2TI13152 23,D2TI13206 4,D2TI13206 16,D2TI13208 9,D2TI13208 24,D2TI13215 19,D2TI13415 21,D2TI14002 22,D2TI14009 2,D2TI14010 6,D2TI14010 23,D2TI14021 7,D2TI16002 2,D2TI17103 15,D2TI17103 22,D2TI17104 15,D2TI17105 4,D2TI17105 14,D2TI17106 5,D2TI17107 14,D2TI17109 6,D2TI17109 9,D2TI17109 14,D2TI17109 15,D2TI18038 13,D2TIC13007 7,D2TIC13007 8,D2TIC13111 11
2017-03-25,0.6,29.007596741,28.156467543,0.0069761936,0.0057343852,0.0103244851,26.249998093,35,74.335684864,199.51249881,194.45486736,194.47762776,194.43478624,191.59570545,189.10108607,186.40169272,224.41241026,218.7150896,216.02899386,220.2692194,231.32400315,228.10709912,225.04603855,222.08225468,221.92315385,210.43611412,210.11845952,209.42952058,210.05793084,210.18105768,198.54456812,162.47202113,158.92740524,158.89023482,158.84846623,137.13987687,133.4584404,160.31495697,160.55782097,163.74445089,163.73367233,138.01042876,138.09890741,138.98258208,225.02523087,177.28921173,8.1543485798,7.7396437027,7.2558334141,8.6171844878,152.1164558,154.35915082,154.4813336,74.395294504,65.885526185,65.949645684,133.16968181,115.24629588,151.46040455,151.46003887,151.33095294,151.29749433,155.01176958,128.042512,128.19169793,190.26202348
2017-03-25,0.2,29.282064965,27.612615764,0.0095108072,0.0083502047,0.0102194537,26.249998093,0.0039970701,75.688015412,199.78591616,194.67747289,194.81192069,194.74468975,191.58733585,189.25282842,186.63079503,224.39740481,218.68525704,216.1335831,220.00585309,231.16735855,228.38756595,224.9346274,222.27111229,221.89184973,209.16261558,210.45279878,209.77137897,210.64559206,209.53724018,199.72467155,162.53680213,158.8623813,158.8623773,158.82059882,137.26159127,133.51960428,160.80767506,160.74048393,163.74000753,163.75479201,138.05618709,137.62000085,139.02763858,224.91656063,177.31119146,7.4803269068,7.0153506736,7.3471620906,7.7400953474,151.92531449,153.14905769,152.76507362,74.451412731,65.77225904,65.65255164,132.19817996,114.42199164,151.22819479,151.31017499,151.39984894,151.37839794,155.04859221,128.05512903,128.21875571,190.07931666
2017-03-25,3.5,29.741595397,25.636280324,0.0087401507,0.0099105718,0.0106740425,0.0197174075,0.0047962685,74.19246621,199.85514605,194.95482698,195.00655275,195.03981163,191.86936767,189.37869819,187.03089434,224.55992954,218.79593615,216.32535857,219.67206272,230.59745098,226.06214025,224.29425719,220.77206815,222.09725105,209.73301294,209.71197427,210.09196664,209.38398212,209.62908204,199.99017152,162.41521916,158.80170054,158.78540133,158.69022242,137.10213455,133.49132684,160.59216202,160.46554614,163.75882909,163.69960965,137.57965491,137.73086804,139.08987595,224.98172097,177.47170429,8.6036723769,7.7183344005,8.805143701,8.2900658079,151.70540018,152.85124877,152.76764727,74.661576716,65.477484038,65.570879503,132.26631922,115.9555815,151.5103485,151.56632497,151.47121051,151.43693021,155.05420331,127.9773714,127.97285549,190.30793892
2017-03-25,0.6,29.524310394,25.232278983,0.0062775001,0.0087471414,0.0103854292,0.016562784,0.004806611,73.714449897,199.69790008,194.80889364,194.79550366,194.80154059,191.89212407,189.38592381,186.88310185,224.58215319,218.84506792,216.68564007,219.74606832,229.71757063,226.16299993,223.35258908,220.92857453,220.21417363,209.80210133,209.1904654,210.25990903,209.07909039,209.76162044,199.46514196,162.4972787,158.70290788,158.68993473,158.6475441,136.96414228,133.75032665,160.38027102,160.32381408,163.70431842,163.72689684,137.73159812,137.66758438,138.98404022,225.04806829,177.69425038,10.057949475,9.1393013189,9.2060849396,9.4496764298,151.8100028,153.04593454,153.11618311,74.389606473,65.687634336,65.574381451,133.06132559,117.00015677,151.14741377,151.18221248,151.31165825,151.3427042,155.05360691,127.96140334,127.94857356,189.58053477
2017-03-25,0.4,29.565055449,29.942601038,0.0079366149,0.0075456338,0.0106883158,26.249998093,35,73.604673192,199.66249715,194.89842561,194.8638625,194.78841943,191.80608944,189.32368676,186.93804528,224.41249805,218.796434,216.61201361,219.93318365,230.67948837,226.82409837,223.45906567,220.67359393,220.49525666,209.95366182,209.36511413,208.52945325,209.58210785,210.21701808,198.93492397,162.48786699,158.64781847,158.62241292,158.59451391,137.02535681,133.54676972,160.31501694,160.34824063,163.74016046,163.81493324,136.56387787,137.59296377,139.10598009,225.13136889,177.74121965,9.5570258738,9.1919766965,8.9312517119,9.3297357831,151.93748759,154.55248381,154.95176661,74.545045189,65.862001099,66.197674774,133.41602338,116.55173807,151.10764441,151.07655923,151.17626239,151.2810965,155.01773055,128.01548942,128.00310087,190.36567172
2017-03-26,0.2,29.812176371,26.278442255,0.006939555,0.0060564371,0.0104515731,26.249998093,35,73.842547811,199.5281882,194.62864707,194.5781698,194.60026649,191.85736025,188.93976989,186.52574489,224.40195459,218.76622437,216.42480646,219.99659561,230.75476972,227.06713999,224.02192362,221.63926748,221.229753,209.01085366,210.19996265,209.52423841,210.27144781,209.03906919,199.32551037,162.58159174,158.58617609,158.57162203,158.64624464,137.0052679,133.43215624,160.28241346,160.20202918,163.78897439,163.79185059,137.73240097,137.65953872,139.1522018,224.82841194,177.45518695,8.2645469946,8.6624721728,7.721112525,8.8527823704,152.21116131,154.8249518,154.78318181,74.568409911,66.237200726,66.208218581,132.75010242,113.87463391,151.15268354,151.02491501,151.04168519,151.04692249,155.02178779,127.85965196,128.00405511,190.10943529
2017-03-26,0.2,29.975618791,26.498461065,0.0078813469,0.0067075553,0.0098030885,26.249998093,35,74.184610724,199.68210089,194.58845448,194.76838304,194.68658578,191.71100544,189.28798343,186.7149505,224.3951048,218.74552695,216.33860074,219.7422255,230.98672754,227.01864418,224.49137986,220.73334743,221.47154497,209.59760105,210.45935412,209.94668721,210.36695939,209.70822184,199.81822129,162.57077373,158.66151169,158.69042063,158.82577847,136.98375429,133.33563723,160.12251799,160.07842726,163.76854326,163.79062578,137.79282646,137.65178048,139.13793668,224.96077915,177.36653875,6.7504319176,7.4779143955,6.800882845,7.9420821064,152.17279883,154.67827321,154.49053626,74.545460188,66.073690652,66.000204861,130.63254985,112.8560436,150.97643668,151.1375762,151.04621245,151.05550658,154.99574916,128.00547116,128.03909273,190.20399195
2017-03-26,0.3,30.672596675,23.749497942,0.0076317024,0.0077969478,0.0089417639,0.0172301015,0.0043705531,74.340365294,199.57449639,194.55320341,194.66372543,194.69938894,191.87910715,189.06730196,186.7115129,224.54667113,218.83577251,216.50495232,219.62325338,229.16398764,226.17482874,222.59288272,220.1559066,220.10850585,210.07772508,209.16909543,210.44320606,208.92026027,209.90365037,199.71142492,162.53557643,158.85560788,158.9555378,159.1234505,136.8432549,133.50819693,160.08412549,160.07833121,163.78758198,163.7595504,137.73183453,137.70341008,139.05663834,225.0383325,177.50208867,6.4794084342,6.6910589623,7.330835863,7.2385220113,152.06867642,153.93332875,153.46669408,74.605607901,65.874964123,65.90843111,130.52273776,113.39763726,151.16036092,151.00462578,151.04561997,151.13831623,155.02453749,127.96656988,127.84394529,189.42315643
2017-03-26,0.6,29.961843493,23.53374467,0.006036854,0.0098392693,0.0102411942,0.0172344867,0.0048556649,74.815481319,199.8586459,195.01979984,194.86932784,194.82410791,191.74474133,189.39155357,186.86905654,224.55435781,218.88748117,216.94139424,219.6662972,230.03574179,226.99812046,222.60739078,220.0925877,219.75008616,210.36495979,209.53239548,209.62652619,209.68344761,210.30154086,199.00961974,162.53728118,159.13396908,159.21550325,159.26994673,136.45862176,133.41490337,159.97627022,159.89121149,163.73101783,163.74637148,137.67547583,137.68943056,138.72477311,225.1297869,177.43248109,8.2304911244,7.7248754817,8.6553442104,8.0386793668,151.99227146,153.38430728,153.20501217,74.362015462,65.583620401,65.821041716,132.21393149,115.88876301,150.92590869,150.83233746,151.08519702,151.07344985,155.05481016,128.01760557,128.02459199,190.21500771
2017-03-26,0.4,28.974597456,23.84867446,0.0065864625,0.0086719928,0.0103428628,0.0160476428,0.0529751832,74.9617135,199.41269895,195.0004247,194.77052816,194.77369862,192.01278244,189.18098478,187.05777495,224.56959156,218.84701322,217.06660402,219.83124881,230.5588206,227.62207694,223.42913571,220.67268488,220.34813496,209.82061617,210.2454263,209.40445749,210.04112112,209.90854506,199.46261401,162.41120177,159.30459237,159.28360205,159.2743674,136.7045136,133.15708391,159.81538778,159.72258009,163.72574912,163.75689313,137.85956784,137.84281135,138.95813921,224.93096082,177.5660835,9.4936268258,8.9220321582,8.9734917461,8.9099649747,151.75817628,153.12317837,153.42197034,74.663026185,65.827687029,65.750640055,133.54562114,116.83913442,151.12092676,151.18278091,151.27164779,151.29653099,155.05002406,128.02720654,127.99260254,190.43339505
2017-03-26,0.7,29.556253554,23.952324613,0.0084297879,0.0072146918,0.0103839226,0.0695588288,35,74.111031512,199.22779843,194.27815488,194.48266727,194.61303862,191.49349584,188.71848017,186.06821551,224.63306431,218.7457731,216.89649369,219.66208245,230.1956621,227.7297057,224.04737228,220.83313812,220.94781672,209.36634951,210.66631887,210.04701324,209.90945473,209.64959363,199.97093746,162.54954803,159.26619153,159.25571395,159.27682115,137.02781457,133.47082559,159.65034492,159.55358947,163.72027456,163.72596784,137.87110336,137.94547979,139.00041252,224.95655505,177.34872601,9.2597664689,8.9878836638,8.7306625692,8.8646925501,151.83725814,153.36723466,153.12432383,74.452376971,65.910075404,65.852066024,133.62721501,116.94558764,151.16710713,150.99233875,151.13383142,151.24003973,155.01379608,127.93259472,128.00907237,190.10049932
2017-03-27,0.2,27.67480008,23.411810113,0.007118651,0.0058900793,0.0105713603,26.249998093,35,76.257160489,199.58534941,194.45373502,194.43650129,194.54268007,191.52995851,189.02559359,186.46136665,224.52709546,218.80129089,216.41378736,219.9539601,231.22127644,227.62398841,224.20915515,220.48177248,221.59439992,210.16579215,210.03710878,210.66649823,210.14883342,210.75904611,200.84628948,162.56917108,159.29475143,159.32681977,159.36348514,136.96388882,133.54405176,159.53894039,159.48277288,163.78003022,163.79466573,138.01059049,137.96849685,138.77434547,225.07465852,177.07625856,8.7331749777,8.498224107,8.0824455865,8.4730043739,151.67441075,152.58079473,152.54830635,74.541620783,65.635627616,65.592059647,133.60800624,117.19019203,151.34085776,151.32357463,151.45297582,151.4810488,155.05019359,128.00679718,127.95789348,189.94479531
2017-03-27,0.5,31.542110649,25.70928539,0.00941924,0.0069337456,0.0100776046,26.249998093,35,75.827301742,199.28126688,194.20203361,194.28891149,194.37234476,191.59774127,188.74219779,186.24432095,224.57105655,218.83234053,216.18763113,220.00292576,231.31536971,228.81741712,224.70099218,221.74469794,221.17577503,211.2431552,210.39291265,211.40709743,210.53143889,211.57313284,200.58354829,162.60366349,159.37987251,159.36502569,159.35632335,137.07805867,133.5551017,159.43758604,159.39301154,163.773867,163.78815042,137.77078451,137.85965347,138.89156107,225.08700681,176.89878335,8.369277948,7.9010720487,7.7299790978,8.0329742479,151.25446106,152.24308058,152.49239793,74.639492657,65.663474169,65.713122624,133.65552711,116.836432,151.55049873,151.45921143,151.52185871,151.4813757,155.04365329,127.99931564,128.00624422,189.80838977
2017-03-27,0.3,27.227123179,25.563397907,0.007718665,0.006339404,0.0100473662,26.249998093,35,76.858101821,199.68084075,194.62503355,194.69601887,194.64414179,191.26413966,189.13136143,186.47660956,224.57650465,218.8732809,216.49681087,219.97766337,231.49591087,228.92603821,225.44961237,222.16382851,221.94033651,211.605274,211.08773234,210.39039102,211.17689558,211.62856186,200.1423947,162.65419944,159.35142238,159.34327045,159.30435769,136.97557857,133.73876041,159.4225306,159.52485628,163.76389554,163.77726164,137.8423141,137.80492724,138.89948361,225.03132194,176.83194483,8.3167022624,7.767672571,8.2342860298,7.8632868747,151.24709327,152.34957695,152.6395009,74.706528564,65.667036782,65.640043854,133.49422261,117.11918953,151.33664465,151.33838953,151.3299869,151.38305378,155.04183147,128.02830629,128.00632481,190.25097586
2017-03-27,0.8,29.136462706,25.49632105,0.0071954572,0.0070912894,0.0105259434,0.0170684726,0.0050687643,76.481776006,199.65724201,194.53987441,194.61846985,194.79023156,191.6912383,189.07788735,186.640787,224.5922546,218.87444158,216.29789384,219.87588099,231.41252547,228.93778243,225.27153942,222.62067885,221.99364244,210.39725243,211.48727465,210.55277416,211.66844013,210.2157664,200.65267146,162.54532726,159.28513351,159.2511167,159.15576709,136.59661707,133.37732077,159.69014331,159.80411528,163.75744537,163.71385584,137.69142469,137.86830658,138.53782357,224.74374401,176.9150314,9.2430920074,8.5637111065,9.214558465,8.5817704755,151.12023884,152.08205555,152.0496475,74.670488117,65.692542384,65.552548959,133.88334798,117.10630086,150.94441605,150.77866391,151.32089842,151.31859802,155.06649662,127.91532226,128.02623703,190.32708696
2017-03-27,0.2,28.514767673,23.784907891,0.0064586699,0.0064520227,0.0106474358,26.249998093,35,75.862888355,199.83257359,194.84700728,194.85986785,194.87052647,191.71736878,189.27273662,186.53005861,224.50626692,218.93199833,216.59527704,219.83340045,231.42375913,227.63962146,225.5273616,221.11620566,222.61872071,210.60200723,210.88914875,210.9934227,210.60983814,210.48666046,200.93635491,162.60891969,159.14810914,159.09569744,159.02649598,136.93658424,133.42604495,159.79623931,159.86343707,163.71002146,163.72221183,137.66863125,137.80194723,139.00675571,224.9961883,177.12972271,9.95981864,9.3658457038,9.5259384266,9.4742433985,150.86416908,151.95448555,152.31752304,74.137540087,65.359114181,65.560533639,133.30487725,117.12021054,151.15268726,151.35380583,150.20253602,149.90646508,155.04519536,127.99965272,127.97507428,190.01063316
2017-03-27,0.4,29.262069743,23.734673237,0.0065509032,0.0073791585,0.0109453123,26.249998093,35,76.119324952,199.71500128,194.79155031,194.7486567,194.69139102,191.84235564,189.21587213,186.53336435,224.59109175,218.91810936,216.74939065,219.89326054,229.66501637,227.20278083,224.45458507,221.60727443,221.16436328,210.97851259,210.11146885,211.52505471,210.02629394,210.69627875,200.34821816,162.57544539,159.01557795,159.01397745,158.96455456,136.86528337,133.46129275,159.96449535,160.22674495,163.72437777,163.74742596,137.73221918,137.72477046,138.9416549,225.06678028,177.01718682,9.6490732694,9.4445397896,9.1931831243,9.601531855,151.00619129,152.35124482,152.92049917,74.761606615,65.982144051,65.831244898,133.45322976,116.3167395,151.08081356,151.21881774,151.28817476,151.29080004,155.06956876,127.99783989,127.98061768,189.19552536
