,날짜,SKU ID,SKU 명,바코드,발주가능상태,입고수량,쿠팡출고수량,쿠팡현재재고수량,자재번호,자재명,카테고리,입수,출고수량,재고수량
38,2019-05-16,124829,케라시스 모이스춰 클리닉 린스 750ml 플러스,8801046902035,발주가능,0,0,0,6068200,18KS린스모이스춰 750ml플러스,헤어케어,8,0.0,0.0
39,2019-05-16,124830,케라시스 두피 클리닉 샴푸 750ml 플러스,8801046902103,발주가능,0,322,5358,6075518,19KS샴푸두피클리닉 750ml플러스책,헤어케어,8,40.25,133.11801242236024
40,2019-05-16,124831,케라시스 두피 프레쉬 쿨 샴푸 750ml 플러스,8801046902110,발주가능,1024,613,4195,6075519,19KS 샴푸 두피프레쉬쿨 750ml 플러스책,헤어케어,8,76.625,54.74714518760196
41,2019-05-16,124832,케라시스 두피 클리닉 린스 750ml 플러스,8801046900635,발주가능,128,96,2765,6075527,19KS린스두피클리닉 750ml플러스책,헤어케어,8,12.0,230.41666666666666
42,2019-05-16,126521,홈즈 퀵크린 세탁조크리너,8801046987650,발주가능,12,51,15,5009011,18퀵크린세탁조크리너 500ml,ST,12,4.25,3.5294117647058822
43,2019-05-16,126668,홈즈 에어후레쉬 옷장용 방향소취제 시원한 아쿠아향 32g,8801046873816,발주가능,0,0,0,5009012,18에어후레쉬옷장용아쿠아32g,ST,12,0.0,0.0
44,2019-05-16,126683,홈즈 방충선언 향기방충 옷장용 부드러운후로랄향 2입,8801046903384,발주가능,0,1,53,5008852,18향기방충 옷장용 후로랄 2입 6.6g,ST,10,0.1,530.0
45,2019-05-16,126684,홈즈 방충선언 향기방충 옷장용 상쾌한소프향 2입,8801046903391,발주가능,0,1,72,5008853,18향기방충 옷장용 소프 2입 6.6g,ST,10,0.1,720.0
46,2019-05-16,132955,샤워메이트 스위트 & 모이스처 바디워시 4000ml,8801046991527,발주가능,0,21,242,6075605,19샤워메이트스위트 4L바디워시책,F&B,4,5.25,46.095238095238095
47,2019-05-16,132961,애경 바세린 데일리 모이스춰 로션 450ml,8801046862421,발주가능,24,64,868,5009368,19New바세린데일리 450ml로션책,F&B,8,8.0,108.5
48,2019-05-16,132964,애경 바세린 핸드 & 네일 로션 450ml,8801046862438,발주가능,320,144,3907,5009391,19New바세린핸드네일 450ml로션책,F&B,8,18.0,217.05555555555554
49,2019-05-16,132967,애경 바세린 리프팅 리페어 로션 450ml,8801046871546,발주가능,0,100,5211,5007413,14New바세린리프팅 450ml로션,F&B,8,12.5,416.88
50,2019-05-16,132980,블루칩 헬스케어 비누 100g * 5+1입,8801046870082,발주가능,0,14,1490,6067037,18블루칩비누 100x5+1입 헬스케어,F&B,12,1.1666666666666667,1277.142857142857
51,2019-05-16,132984,Pack_샤워메이트 비누 100g*4입 리프레시 올리브&그린티,8801046870105,발주가능,0,24,2227,6067028,18샤워메이트비누 100x4리프레시 올리브,F&B,12,2.0,1113.5
52,2019-05-16,132985,Pack 샤워메이트 비누 100g*4입 러블리 로즈,8801046870112,발주가능,156,114,2632,6067029,18샤워메이트비누 100x4러블리 로즈,F&B,12,9.5,277.05263157894734
53,2019-05-16,139874,2080 민트 치실 50M RRP,8801046986660,발주가능,0,3,2224,6068251,182080 민트치실50M,덴탈케어,16,0.1875,11861.333333333334
54,2019-05-16,309777,스파크 퍼펙트 실내에서 항균건조 4.4kg 리필,8801046877920,발주가능,140,49,551,6067009,18 스파크퍼펙트 실내항균 4.4kg 리필,세탁세제,4,12.25,44.97959183673469
55,2019-05-16,309784,스파크 퍼펙트 실내에서 항균건조 4kg 카툰,8801046995433,발주가능,0,2,84,6067008,18 스파크퍼펙트 실내항균 4kg 카툰,세탁세제,4,0.5,168.0
56,2019-05-16,346380,2080 스마트케어 웨이브 4입,8801046255063,발주가능,0,0,2,5008179,162080 스마트케어웨이브 4입,덴탈케어,12,0.0,0.0
57,2019-05-16,346384,2080 Original 칫솔 탄력미세모 4+2입,8801046886700,발주가능,0,113,5,5009160,182080오리지날칫솔 4+2입 미세모,덴탈케어,12,9.416666666666666,0.5309734513274337
58,2019-05-16,361837,샤워메이트 내추럴 퍼퓸 바디워시 라벤더&라일락 900g,8801046259870,발주가능,0,32,2644,6073907,19샤워메이트플라워 900g퍼플플라워책,F&B,8,4.0,661.0
59,2019-05-16,361838,샤워메이트 내추럴 퍼퓸 바디워시 체리블라섬900g,8801046259863,발주가능,624,106,3672,6073906,19샤워메이트플라워 900g핑크플라워책,F&B,8,13.25,277.1320754716981
60,2019-05-16,385542,스파크 9.5kg (리필) 2개입,18801046251529,발주가능,720,377,6785,6067006,18스파크 9.5kg 리필(온라인),세탁세제,2,188.5,35.9946949602122
61,2019-05-16,489752,Box_스파크 7.5kg(리필)x2입(한박스) 7.5kg  2개입,18801046260873,발주가능,0,0,108,6067053,18스파크 리필 7.5kg(온라인),세탁세제,2,0.0,0.0
62,2019-05-16,489753,Box_스파크 3.2kg(리필)x4입(한박스) 3.2kg  4개입,18801046251512,발주가능,121,87,813,6067004,18스파크 3.2kg 리필(온라인),세탁세제,4,21.75,37.37931034482759
63,2019-05-16,2120753,애경 케라시스 케라마이드 클리닉 샴푸 600ml,8801046276921,발주가능,0,0,0,6064185,16KS 고기능샴푸 600ml 케라마이드 클리닉,헤어케어,8,0.0,0.0
64,2019-05-16,2120754,애경 케라시스 케라마이드 클리닉 컨디셔너 600ml,8801046276952,발주가능,0,37,891,6064187,16KS 고기능린스 600ml 케라마이드 클리닉,헤어케어,8,4.625,192.64864864864865
65,2019-05-16,2120757,애경 케라 뿌리볼륨 클리닉 에센스 150ml,8801046277058,발주가능,0,2,70,5009457,19KS고기능에센스 150ml볼륨클리닉책,헤어케어,6,0.3333333333333333,210.0
66,2019-05-16,2120759,애경 케라시스 퀵드라이 빠른건조 클리닉 컨디셔너 600ml,8801046276969,발주가능,0,0,0,6064188,16KS 고기능린스 600ml 빠른건조 클리닉,헤어케어,8,0.0,0.0
67,2019-05-16,2151654,리큐 진한겔1/2 1.8L일반용파우치,8801046269350,발주가능,0,164,4282,6078215,19리큐 진한겔 1/2 1.8리필(일),세탁세제,6,27.333333333333332,156.65853658536585
68,2019-05-16,2151655,리큐 진한겔1/2 1.8L드럼용파우치,8801046269367,발주가능,0,62,2239,6078217,19리큐 진한겔 1/2 1.8리필(드),세탁세제,6,10.333333333333334,216.6774193548387
69,2019-05-16,2191046,2080 키즈 소다버블 치약75gx2입(3~5세) 1박스(18개),18801046288242,발주가능,0,0,11,6065293,172080키즈소다 75g*2입(2단계_레이),덴탈케어,18,0.0,0.0
70,2019-05-16,2341491,휘슬 퓨어 모이스트 애견샴푸 500ml,8801046277867,발주가능,6,25,53,6066113,17휘슬Whistle애견샴푸 500ml퓨어모이스트,기타,6,4.166666666666667,12.719999999999999
71,2019-05-16,2341492,휘슬 샤이닝 실키 애견샴푸 500ml,8801046277874,발주가능,0,59,268,6066114,17휘슬Whistle애견샴푸 500ml샤이닝실키,기타,6,9.833333333333334,27.25423728813559
72,2019-05-16,2368418,Pack_2080 청은차 생기석류 치약 120g *3개,8801046257494,발주가능,0,0,0,6067857,18전2080청은차 생기석류 120gx3입,덴탈케어,12,0.0,0.0
73,2019-05-16,2368419,Pack_2080 청은차 청쾌한차 치약 120g *3개,8801046257593,발주가능,360,300,2294,6067868,18전2080청은차청쾌한차 120gx3입,덴탈케어,12,25.0,91.76
74,2019-05-16,2372826,"Box_리큐 진한겔 액상세제 일반용 리필형 2.1L, 6개",18801046247744,발주가능,520,413,7477,6073748,18리큐 진한겔 2.1L(일반)온라인_눕,세탁세제,6,68.83333333333333,108.62469733656175
75,2019-05-16,2372827,"Box_리큐 진한겔 액상세제 드럼용 리필형 2.1L, 6개",18801046247751,발주가능,0,261,1614,6078472,19리큐 진한겔 2.1리필(드)6입A,세탁세제,6,43.5,37.10344827586207
76,2019-05-16,2372828,"Box_리큐 진한겔 액상세제 일반용 용기 3L, 4개",18801046893118,발주가능,0,53,482,6077374,19리큐 진한겔 알카2.7용기(일),세탁세제,4,13.25,36.37735849056604
77,2019-05-16,2372830,"Box_리큐 반만 쓰는 진한겔 액상세제 일반용 용기 2.4L, 6개",18801046255565,발주가능,0,36,870,6078212,19리큐 진한겔 1/2 2.4용기(일),세탁세제,6,6.0,145.0
78,2019-05-16,2372831,"Box_리큐 반만 쓰는 진한겔 액상세제 드럼용 용기 2.4L, 6개",18801046255572,발주가능,0,11,383,6078213,19리큐 진한겔 1/2 2.4용기(드),세탁세제,6,1.8333333333333333,208.9090909090909
79,2019-05-16,2372833,"Box_리큐 반만 쓰는 진한겔 액상세제 드럼용 리필 1.8L, 6개",18801046269364,발주가능,0,7,215,6078217,19리큐 진한겔 1/2 1.8리필(드),세탁세제,6,1.1666666666666667,184.28571428571428
80,2019-05-16,2383416,Pack_케라시스 두피클리닉 샴푸 750mlX2+린스 750ml,8801046256237,발주가능,188,140,2057,6075523,19KS샴푸두피클리닉 750X2린750플러스책,헤어케어,4,35.0,58.77142857142857
81,2019-05-16,2383417,Pack_케라시스 데미지 샴푸 750mlX2+린스 750ml,8801046256206,발주가능,0,0,88,6068194,18KS샴푸데미지 750X2린750플러스,헤어케어,4,0.0,0.0
82,2019-05-16,3013467,Pack_2080스마트케어 190g(5입),8801046294024,발주가능,0,736,6227,6067853,18전2080스마트 케어 190gx5입(인),덴탈케어,12,61.333333333333336,101.52717391304347
83,2019-05-16,3013468,Pack_2080청은차향기화차 190g(5입),8801046294031,발주가능,12,180,3880,6067858,18전2080청은차향기화차 190gx5입(인),덴탈케어,12,15.0,258.6666666666667
84,2019-05-16,3014021,Pack_케라시스 러블리 앤 로맨틱 퍼퓸샴푸 605ml * 3,8801046293133,발주가능,1520,712,12255,6074268,18KS샴푸러블리 605mlX3(쿠팡)책,헤어케어,4,178.0,68.84831460674157
85,2019-05-16,3014022,Pack_케라시스 엘레강스 앤 센슈얼 퍼퓸샴푸 605ml * 3,8801046293102,발주가능,720,262,5139,6074272,18KS샴푸엘레강스 605mlX3(쿠팡)책,헤어케어,4,65.5,78.45801526717557
86,2019-05-16,3031368,Box_리큐 진한겔 액체세제 일반용 리필형 2.1L * 4입,18801046294762,발주가능,1200,873,21087,6067098,17리큐 진한겔 2.1L온라인4입(화),세탁세제,4,218.25,96.61855670103093
87,2019-05-16,3031369,Box_리큐 진한겔 액체세제 드럼용 리필형 2.1L * 4입,18801046294779,발주가능,1140,331,8129,6066844,17리큐 진한겔드럼용 2.1L리필(온4입)(화),세탁세제,4,82.75,98.2356495468278
88,2019-05-16,3128135,알피스트 에델바이스 트리트먼트 1000ml,8801046280799,발주가능,0,2,53,6067298,18알피스트 에델바이스1000트리트,헤어케어,8,0.25,212.0
89,2019-05-16,3129953,Pack_a2080K 진지발리스 오리지날 140gx3입,8801046994399,발주가능,0,0,0,6068449,182080진지발리스K 오리지날140x6(인:측밴),덴탈케어,8,0.0,0.0
90,2019-05-16,3129956,Pack_2080퓨어치약 레몬민트120gx3입  (레몬라임향),8801046287699,발주가능,0,0,0,6067757,18전2080베이킹소다레몬 라임 120Gx3입,덴탈케어,12,0.0,0.0
91,2019-05-16,3129958,Pack_162080동의생약열 잇몸 130gx3입,8801046287743,발주가능,0,7,357,6067831,18전2080동의생약열 130gx3입 (잇몸),덴탈케어,12,0.5833333333333334,612.0
92,2019-05-16,3129959,2080동의생약 숯 미세모 시린이 4입,8801046288207,발주가능,0,0,0,5009175,182080동의생약칫솔 숯 시린이 4입(지함),덴탈케어,8,0.0,0.0
93,2019-05-16,3133085,Pack_2080 어드밴캐비티 블루160g * 5입,8801046294048,발주가능,774,74,834,6067803,18전2080어드밴스캐비티 블루160gx5입(인),덴탈케어,9,8.222222222222221,101.43243243243244
94,2019-05-16,3139999,알피스트 에델바이스 샴푸 1000ml,8801046280751,발주가능,0,5,64,6075416,19알피스트 에델바이스1000ml샴푸책,헤어케어,8,0.625,102.4
95,2019-05-16,3162804,트리오 투명한 생각 1000 mL 파우치,8801046275566,발주가능,0,0,0,6064055,16트리오투명한 생각 1000 mL 파우치,주방세제,9,0.0,0.0
96,2019-05-16,3162805,트리오 베이킹소다 3L용기,8801046263129,발주가능,36,170,838,6065539,17트리오베이킹소다 3L용기,주방세제,4,42.5,19.71764705882353
97,2019-05-16,3162806,트리오 홍초 3L 용기,8801046289235,발주가능,32,156,1537,6065133,16트리오홍초 3L 용기,주방세제,4,39.0,39.41025641025641
98,2019-05-16,3163376,케라시스 걸리쉬 리페어 오일 에센스 100ml,8801046282175,발주가능,0,0,28,5008243,16KS걸리쉬오일에센 100ml,헤어케어,15,0.0,0.0
99,2019-05-16,3163378,케라시스 걸리쉬 실키 핏 헤어 파우더 팩트,8801046284759,발주가능,0,0,0,5009200,18KS걸리쉬 헤어파우더팩트,헤어케어,30,0.0,0.0
100,2019-05-16,3201820,프레쉬 오일 테라피 밸런싱 오일샤워  500ml,8801046293751,발주가능,0,2,17,6066156,17프레쉬오일샤워메이 500g밸런싱워시N,F&B,12,0.16666666666666666,102.0
101,2019-05-16,3201821,프레쉬 오일 테라피 모이스춰라이징 오일 샤워 1개(500g),8801046293768,발주가능,0,3,17,6066157,17프레쉬오일샤워메이 500g모이스춰워시N,F&B,12,0.25,68.0
102,2019-05-16,3201822,프레쉬 오일 테라피 울트라 리치 오일 샤워 1개 (500g),8801046293775,발주가능,0,10,272,6066158,17프레쉬오일샤워메이 500g울트라워시N,F&B,12,0.8333333333333334,326.4
103,2019-05-16,3211085,Pack_2080클래식 170g * 5입,8801046296837,발주가능,3123,668,5882,6067808,18전2080클래식 170x5입(인터넷),덴탈케어,9,74.22222222222223,79.24850299401197
104,2019-05-16,3234714,"리큐 제트 용기, 2.7L (일반용)",8801046291252,발주가능,8,61,1263,6071513,18리큐제트(Z) 4입2.7L(일)오리지널,세탁세제,4,15.25,82.81967213114754
105,2019-05-16,3234715,"리큐 제트 용기, 2.7L (드럼용)",8801046291245,발주가능,90,57,1051,6071514,18리큐제트(Z) 4입2.7L(드)오리지널,세탁세제,4,14.25,73.75438596491227
106,2019-05-16,3262267,항균트리오 2kg,8801046979501,발주가능,0,31,916,6065424,17항균트리오 2kg(1종),주방세제,6,5.166666666666667,177.29032258064515
107,2019-05-16,3262268,항균트리오 3kg,8801046979525,발주가능,0,36,585,6065425,17항균트리오 3kg(1종),주방세제,4,9.0,65.0
108,2019-05-16,3264273,리큐 제트 리필형 일반용 1.8L,8801046298640,발주가능,0,12,613,6067376,18리큐 제트1.8(일반)(화),세탁세제,6,2.0,306.5
109,2019-05-16,3264274,리큐 제트 리필형 드럼용 1.8L,8801046298657,발주가능,0,15,191,6068162,18리큐제트(Z) 1.8L오리지널(드)화,세탁세제,6,2.5,76.4
110,2019-05-16,3264275,Box_울샴푸 오리지널 리필형 1.5L*4,18801046297503,발주가능,132,141,1959,6067119,18울샴푸오리지 1.5L*4 (온라인) (화),세탁세제,4,35.25,55.57446808510638
111,2019-05-16,3266658,케라시스 퍼퓨머리 드 그라스 한련화 퍼퓸샴푸 500ml,8801046297636,발주가능,0,0,0,6065858,17KS퍼퓨머리샴 그라스 한련화 500ml,헤어케어,10,0.0,0.0
112,2019-05-16,3266659,케라시스 퍼퓨머리 드 그라스 자스민 퍼퓸샴푸 500ml,8801046297711,발주가능,0,0,0,6065864,17KS퍼퓨머리샴 그라스 자스민 500ml,헤어케어,10,0.0,0.0
113,2019-05-16,3272828,Pack_샤워메이트 에블 바디 필링 티슈 브라이트닝 10매,8801046299302,발주가능,0,0,0,5008613,17샤워메이트필링티슈 10매브라이트닝,F&B,12,0.0,0.0
114,2019-05-16,3367650,더마&모어 세라 리프레싱 샴푸(지성 두피용) 600ml,8801046299715,발주가능,30,67,449,6075506,19더마&모어샴푸 세라 리프레싱 600ml N책,헤어케어,10,6.7,67.01492537313433
115,2019-05-16,3367651,더마&모어 데일리 밸런싱 컨디셔너(영양&보습) 600ml,8801046299722,발주가능,0,0,0,6067211,18더마&모어린스 데일리 밸런싱 600ml,헤어케어,10,0.0,0.0
116,2019-05-16,3367652,더마&모어 시카 너리싱 컨디셔너(고영양&탄력) 600ml,8801046299739,발주가능,0,8,189,6075510,19더마&모어린스 시카 너리싱 600ml N책,헤어케어,10,0.8,236.25
117,2019-05-16,3367655,더마&모어 시카 너리싱 트리트먼트(고영양&탄력) 200ml,8801046299760,발주가능,0,1,46,6068176,18더마&모어트 시카 너리싱 트리트 200ml N,헤어케어,8,0.125,368.0
118,2019-05-16,3367656,더마&모어 세라 모이스춰 두피팩(고보습&두피정화) 200ml,8801046299777,발주가능,0,0,18,6068175,18더마&모어트 세라모이스춰 두피팩200ml N,헤어케어,8,0.0,0.0
119,2019-05-16,3455100,[애경] 휘슬 애견 미스트 - 퓨어 모이스트,8801046277881,발주가능,0,0,0,6066115,17휘슬Whistle미스트 250ml퓨어모이스트,기타,6,0.0,0.0
120,2019-05-16,3455101,[애경] 휘슬 애견 미스트 - 샤이닝 실키,8801046277898,발주가능,12,12,37,6066116,17휘슬Whistle미스트 250ml샤이닝실키,기타,6,2.0,18.5
121,2019-05-16,3459952,Pack_2080 키즈오 그린애플 100g*5,8801046298473,발주가능,9,119,1599,6067890,18전2080키즈오그린애플 100g*5입,덴탈케어,9,13.222222222222221,120.9327731092437
122,2019-05-16,3459953,Pack_2080 키즈오 라스베리 100g*5,8801046298480,발주가능,0,77,2684,6067892,18전2080키즈오 라스베리100g*5입,덴탈케어,9,8.555555555555555,313.7142857142857
123,2019-05-16,4086908,투명한 생각 베이킹소다 3kg(지퍼백),8801046299364,발주가능,0,1,103,6065988,17투명한생각 베이킹소다3kg(지퍼백,세탁세제,4,0.25,412.0
124,2019-05-16,4086909,투명한 생각 주방세제 500g,8801046295649,발주가능,100,372,4691,6065721,17투명한 생각 주방 500g,주방세제,20,18.6,252.2043010752688
125,2019-05-16,4099350,2080치석 집중케어 미세모 5+5,8801046290194,발주가능,0,0,0,5008395,162080치석 집중케어 미세모 5+5,덴탈케어,8,0.0,0.0
126,2019-05-16,4099351,Pack_2080 진지발리스 골드진생 140g * 6개,8801046299319,발주가능,1552,186,3393,6067848,18전2080진지발리스K 골드진생140gx6입(인),덴탈케어,8,23.25,145.93548387096774
127,2019-05-16,4109110,투명한 생각 분말세제 4kg,8801046295656,발주가능,0,1,11,6067663,18 투명한생각 분말4kg,세탁세제,3,0.3333333333333333,33.0
128,2019-05-16,4109112,투명한 생각 구연산 2kg(지퍼백),8801046299357,발주가능,0,1,36,6066968,17투명한생각 구연산 2kg 지퍼백(화,세탁세제,4,0.25,144.0
129,2019-05-16,4157113,Pack_2080 덴탈크리닉 뉴샤이닝 화이트 치약 140g * 5개,8801046300541,발주가능,0,555,3549,6067874,18전2080뉴샤이닝 140gx5입(인터:측벤),덴탈케어,8,69.375,51.15675675675676
130,2019-05-16,4231313,뷰코셋 바이오 노말 윙 12P,6414100895802,발주가능,0,44,483,5009321,18뷰코셋 노말윙 생리대(H),매입브랜드,12,3.6666666666666665,131.72727272727272
131,2019-05-16,4300574,뷰코셋 바이오 롱 윙 10P,6414100895857,발주가능,0,50,904,5009050,18공통 뷰코셋 롱윙생리대,매입브랜드,12,4.166666666666667,216.95999999999998
132,2019-05-16,4655892,순샘구연산 자몽 500ml 용기,8801046303221,발주가능,0,180,2465,6066612,17순샘구연산 자몽 500mL 용기 (친),주방세제,20,9.0,273.8888888888889
133,2019-05-16,4655893,순샘구연산 자몽 1.2L 리필,8801046303207,발주가능,2340,84,2299,6066613,17순샘구연산 자몽 1.2L 리필 (친),주방세제,10,8.4,273.6904761904762
134,2019-05-16,4655894,순샘구연산 자몽 1.4L 리필,8801046979143,발주가능,400,193,676,6066614,17순샘구연산 자몽 1.4L 리필 (친),주방세제,9,21.444444444444443,31.523316062176168
135,2019-05-16,4655896,순샘베이킹 피톤치드 500ml 용기,8801046303214,발주가능,440,228,1533,6066606,17순샘베이킹피톤치드 500mL 용기 (친),주방세제,20,11.4,134.4736842105263
136,2019-05-16,4655897,순샘베이킹 피톤치드 1.2L 리필,8801046303191,발주가능,0,313,726,6066607,17순샘베이킹피톤치드 1.2L리필 (친),주방세제,10,31.3,23.194888178913736
137,2019-05-16,4655898,순샘베이킹 피톤치드 1.4L 리필,8801046903001,발주가능,18,48,63,6066608,17순샘베이킹피톤치드 1.4L리필 (친),주방세제,9,5.333333333333333,11.8125
