,날짜,SKU ID,SKU 명,바코드,발주가능상태,입고수량,쿠팡출고수량,쿠팡현재재고수량,자재번호,자재명,카테고리,입수,출고수량,재고수량
34645,2019-08-01,45232,케라시스 린스 샤이닝 데미지 4000ml,8801046243541,발주가능,176,48,1223,6075574,19KS린스샤이닝 데미지 4000ml책,헤어케어,4,12.0,101.91666666666667
34646,2019-08-01,45327,케라시스 퍼퓸 샴푸2 글램 600ml,8801046240540,발주가능,480,208,7648,6075906,19KS퍼퓸샴푸글램 600ml책,헤어케어,10,20.8,367.6923076923077
34647,2019-08-01,45348,케라시스 퍼퓸 린스2 블루밍 600ml,8801046245309,발주가능,480,164,5851,6075354,19KS퍼퓸린스블루밍 600ml책,헤어케어,10,16.4,356.76829268292687
34648,2019-08-01,78692,스파크 고농축 4.3Kg 퍼퓸팝 리미티드,8801046253779,발주가능,90,28,1251,6067063,18스파크 퍼퓸팝 리필 4.3kg,세탁세제,3,9.333333333333334,134.03571428571428
34649,2019-08-01,78694,울샴푸 오리지널 2L 용기,8801046879047,발주가능,240,142,3262,6067115,18울샴푸오리지 2L (화),세탁세제,6,23.666666666666668,137.83098591549296
34650,2019-08-01,78696,울샴푸 오리지널 1.8L 파우치,8801046879054,발주가능,144,110,1827,6067116,18울샴푸오리지 1.8L (화),세탁세제,6,18.333333333333332,99.65454545454546
34651,2019-08-01,78699,울샴푸 퍼플라일락 1L 용기,8801046879061,발주가능,204,70,1969,6067136,18울샴푸 퍼플라일락1L (화),세탁세제,12,5.833333333333333,337.54285714285714
34652,2019-08-01,78700,울샴푸 퍼플라일락 1.3L 리필,8801046879078,발주가능,0,120,2706,6067137,18울샴푸 퍼플라일락 1.3L (화),세탁세제,9,13.333333333333334,202.95
34653,2019-08-01,78703,트리오 곡물우리쌀겨 용기 1개 (3L),8801046896365,발주가능,0,111,437,6067380,18트리오 곡물우리쌀겨 3L용기,주방세제,4,27.75,15.747747747747749
34654,2019-08-01,78707,항균 트리오 4.2kg 1개,8801046979532,발주가능,220,93,9108,6065426,17항균트리오 4.2kg(1종),주방세제,4,23.25,391.741935483871
34655,2019-08-01,84268,리큐 반만쓰는 진한겔 일반 2.4L,8801046255568,발주가능,264,165,6048,6078212,19리큐 진한겔 1/2 2.4용기(일),세탁세제,6,27.5,219.92727272727274
34656,2019-08-01,84295,리큐 반만쓰는 진한겔 드럼 2.4L,8801046255575,발주가능,330,129,2941,6078213,19리큐 진한겔 1/2 2.4용기(드),세탁세제,6,21.5,136.7906976744186
34657,2019-08-01,94175,케라시스 데미지 클리닉 샴푸 750ml 플러스,8801046900673,발주가능,920,324,7241,6075515,19KS샴푸데미지 750ml플러스책,헤어케어,8,40.5,178.79012345679013
34658,2019-08-01,124825,케라시스 볼륨 클리닉 샴푸 750ml 플러스,8801046900680,발주가능,16,26,115,6068189,18KS샴푸볼륨 750ml플러스,헤어케어,8,3.25,35.38461538461539
34659,2019-08-01,124827,케라시스 데미지 클리닉 린스 750ml 플러스,8801046902028,발주가능,0,56,7,6068198,18KS린스데미지 750ml플러스,헤어케어,8,7.0,1.0
34660,2019-08-01,124828,케라시스 볼륨 클리닉 린스 750ml 플러스,8801046902011,발주가능,144,33,606,6068199,18KS린스볼륨 750ml플러스,헤어케어,8,4.125,146.9090909090909
34661,2019-08-01,124829,케라시스 모이스춰 클리닉 린스 750ml 플러스,8801046902035,발주가능,112,38,293,6068200,18KS린스모이스춰 750ml플러스,헤어케어,8,4.75,61.68421052631579
34662,2019-08-01,124830,케라시스 두피 클리닉 샴푸 750ml 플러스,8801046902103,발주가능,1984,339,17108,6075518,19KS샴푸두피클리닉 750ml플러스책,헤어케어,8,42.375,403.7286135693215
34663,2019-08-01,124831,케라시스 두피 프레쉬 쿨 샴푸 750ml 플러스,8801046902110,발주가능,480,432,6039,6075519,19KS 샴푸 두피프레쉬쿨 750ml 플러스책,헤어케어,8,54.0,111.83333333333333
34664,2019-08-01,124832,케라시스 두피 클리닉 린스 750ml 플러스,8801046900635,발주가능,384,150,3173,6075527,19KS린스두피클리닉 750ml플러스책,헤어케어,8,18.75,169.22666666666666
34665,2019-08-01,126521,홈즈 퀵크린 세탁조크리너,8801046987650,발주가능,48,19,908,5009011,18퀵크린세탁조크리너 500ml,ST,12,1.5833333333333333,573.4736842105264
34666,2019-08-01,126668,홈즈 에어후레쉬 옷장용 방향소취제 시원한 아쿠아향 32g,8801046873816,발주가능,108,11,1123,5009012,18에어후레쉬옷장용아쿠아32g,ST,12,0.9166666666666666,1225.0909090909092
34667,2019-08-01,132955,샤워메이트 스위트 & 모이스처 바디워시 4000ml,8801046991527,발주가능,88,13,672,6075605,19샤워메이트스위트 4L바디워시책,F&B,4,3.25,206.76923076923077
34668,2019-08-01,132961,애경 바세린 데일리 모이스춰 로션 450ml,8801046862421,발주가능,240,27,2119,5009368,19New바세린데일리 450ml로션책,F&B,8,3.375,627.8518518518518
34669,2019-08-01,132964,애경 바세린 핸드 & 네일 로션 450ml,8801046862438,발주가능,0,52,2879,5009391,19New바세린핸드네일 450ml로션책,F&B,8,6.5,442.9230769230769
34670,2019-08-01,132967,애경 바세린 리프팅 리페어 로션 450ml,8801046871546,발주가능,0,31,3633,5007413,14New바세린리프팅 450ml로션,F&B,8,3.875,937.5483870967741
34671,2019-08-01,132980,블루칩 헬스케어 비누 100g * 5+1입,8801046870082,발주가능,24,57,712,6067037,18블루칩비누 100x5+1입 헬스케어,F&B,12,4.75,149.89473684210526
34672,2019-08-01,132984,Pack_샤워메이트 비누 100g*4입 리프레시 올리브&그린티,8801046870105,발주가능,96,64,976,6067028,18샤워메이트비누 100x4리프레시 올리브,F&B,12,5.333333333333333,183.0
34673,2019-08-01,132985,Pack 샤워메이트 비누 100g*4입 러블리 로즈,8801046870112,발주가능,228,148,4516,6067029,18샤워메이트비누 100x4러블리 로즈,F&B,12,12.333333333333334,366.16216216216213
34674,2019-08-01,139874,2080 민트 치실 50M RRP,8801046986660,발주가능,0,18,1814,6068251,182080 민트치실50M,덴탈케어,16,1.125,1612.4444444444443
34675,2019-08-01,309777,스파크 퍼펙트 실내에서 항균건조 4.4kg 리필,8801046877920,발주중단,0,13,3043,6067009,18 스파크퍼펙트 실내항균 4.4kg 리필,세탁세제,4,3.25,936.3076923076923
34676,2019-08-01,346380,2080 스마트케어 웨이브 4입,8801046255063,발주가능,204,15,464,5008179,162080 스마트케어웨이브 4입,덴탈케어,12,1.25,371.2
34677,2019-08-01,346384,2080 Original 칫솔 탄력미세모 4+2입,8801046886700,발주가능,960,277,3006,5009160,182080오리지날칫솔 4+2입 미세모,덴탈케어,12,23.083333333333332,130.22382671480145
34678,2019-08-01,361837,샤워메이트 내추럴 퍼퓸 바디워시 라벤더&라일락 900g,8801046259870,발주가능,16,20,1150,6073907,19샤워메이트플라워 900g퍼플플라워책,F&B,8,2.5,460.0
34679,2019-08-01,361838,샤워메이트 내추럴 퍼퓸 바디워시 체리블라섬900g,8801046259863,발주가능,128,68,1057,6073906,19샤워메이트플라워 900g핑크플라워책,F&B,8,8.5,124.3529411764706
34680,2019-08-01,385542,스파크 9.5kg (리필) 2개입,18801046251529,발주가능,2195,268,10844,6067006,18스파크 9.5kg 리필(온라인),세탁세제,2,134.0,80.92537313432835
34681,2019-08-01,489752,Box_스파크 7.5kg(리필)x2입(한박스) 7.5kg  2개입,18801046260873,발주가능,138,193,1242,6067053,18스파크 리필 7.5kg(온라인),세탁세제,2,96.5,12.870466321243523
34682,2019-08-01,489753,Box_스파크 3.2kg(리필)x4입(한박스) 3.2kg  4개입,18801046251512,발주가능,0,84,2402,6067004,18스파크 3.2kg 리필(온라인),세탁세제,4,21.0,114.38095238095238
34683,2019-08-01,2151654,리큐 진한겔1/2 1.8L일반용파우치,8801046269350,발주가능,216,160,3443,6078215,19리큐 진한겔 1/2 1.8리필(일),세탁세제,6,26.666666666666668,129.11249999999998
34684,2019-08-01,2151655,리큐 진한겔1/2 1.8L드럼용파우치,8801046269367,발주가능,252,58,3447,6078217,19리큐 진한겔 1/2 1.8리필(드),세탁세제,6,9.666666666666666,356.58620689655174
34685,2019-08-01,2341491,휘슬 퓨어 모이스트 애견샴푸 500ml,8801046277867,발주가능,360,29,1104,6066113,17휘슬Whistle애견샴푸 500ml퓨어모이스트,기타,6,4.833333333333333,228.41379310344828
34686,2019-08-01,2341492,휘슬 샤이닝 실키 애견샴푸 500ml,8801046277874,발주가능,162,73,3443,6066114,17휘슬Whistle애견샴푸 500ml샤이닝실키,기타,6,12.166666666666666,282.98630136986304
34687,2019-08-01,2368418,Pack_2080 청은차 생기석류 치약 120g *3개,8801046257494,발주가능,240,27,2111,6067857,18전2080청은차 생기석류 120gx3입,덴탈케어,12,2.25,938.2222222222222
34688,2019-08-01,2368419,Pack_2080 청은차 청쾌한차 치약 120g *3개,8801046257593,발주가능,960,316,9963,6067868,18전2080청은차청쾌한차 120gx3입,덴탈케어,12,26.333333333333332,378.34177215189874
34689,2019-08-01,2372826,"Box_리큐 진한겔 액상세제 일반용 리필형 2.1L, 6개",18801046247744,발주가능,680,343,8438,6073748,18리큐 진한겔 2.1L(일반)온라인_눕,세탁세제,6,57.166666666666664,147.60349854227405
34690,2019-08-01,2372827,"Box_리큐 진한겔 액상세제 드럼용 리필형 2.1L, 6개",18801046247751,발주가능,160,252,7654,6078472,19리큐 진한겔 2.1리필(드)6입A,세탁세제,6,42.0,182.23809523809524
34691,2019-08-01,2372828,"Box_리큐 진한겔 액상세제 일반용 용기 2.7L, 4개",18801046893118,발주가능,32,81,998,6077374,19리큐 진한겔 알카2.7용기(일),세탁세제,4,20.25,49.28395061728395
34692,2019-08-01,2372830,"Box_리큐 반만 쓰는 진한겔 액상세제 일반용 용기 2.4L, 6개",18801046255565,발주가능,0,16,949,6078212,19리큐 진한겔 1/2 2.4용기(일),세탁세제,6,2.6666666666666665,355.875
34693,2019-08-01,2372831,"Box_리큐 반만 쓰는 진한겔 액상세제 드럼용 용기 2.4L, 6개",18801046255572,발주가능,0,18,194,6078213,19리큐 진한겔 1/2 2.4용기(드),세탁세제,6,3.0,64.66666666666667
34694,2019-08-01,2372833,"Box_리큐 반만 쓰는 진한겔 액상세제 드럼용 리필 1.8L, 6개",18801046269364,발주가능,0,11,260,6078217,19리큐 진한겔 1/2 1.8리필(드),세탁세제,6,1.8333333333333333,141.8181818181818
34695,2019-08-01,2383416,Pack_케라시스 두피클리닉 샴푸 750mlX2+린스 750ml,8801046256237,발주가능,424,120,3894,6075523,19KS샴푸두피클리닉 750X2린750플러스책,헤어케어,4,30.0,129.8
34696,2019-08-01,2383417,Pack_케라시스 데미지 샴푸 750mlX2+린스 750ml,8801046256206,발주가능,0,89,3403,6068194,18KS샴푸데미지 750X2린750플러스,헤어케어,4,22.25,152.9438202247191
34697,2019-08-01,2383418,Pack_케라시스 볼륨 샴푸 750mlX2+린스 750ml,8801046256213,발주가능,104,12,110,6068195,18KS샴푸볼륨 750X2린750플러스,헤어케어,4,3.0,36.666666666666664
34698,2019-08-01,3013467,Pack_2080스마트케어 190g(5입),8801046294024,발주가능,480,436,17121,6067853,18전2080스마트 케어 190gx5입(인),덴탈케어,12,36.333333333333336,471.2201834862385
34699,2019-08-01,3013468,Pack_2080청은차향기화차 190g(5입),8801046294031,발주가능,768,143,8447,6067858,18전2080청은차향기화차 190gx5입(인),덴탈케어,12,11.916666666666666,708.8391608391609
34700,2019-08-01,3014021,Pack_케라시스 러블리 앤 로맨틱 퍼퓸샴푸 605ml * 3,8801046293133,발주가능,1760,463,17880,6074268,18KS샴푸러블리 605mlX3(쿠팡)책,헤어케어,4,115.75,154.4708423326134
34701,2019-08-01,3014022,Pack_케라시스 엘레강스 앤 센슈얼 퍼퓸샴푸 605ml * 3,8801046293102,발주가능,680,452,5482,6074272,18KS샴푸엘레강스 605mlX3(쿠팡)책,헤어케어,4,113.0,48.51327433628319
34702,2019-08-01,3031368,Box_리큐 진한겔 액체세제 일반용 리필형 2.1L * 4입,18801046294762,발주가능,0,494,32456,6067098,17리큐 진한겔 2.1L온라인4입(화),세탁세제,4,123.5,262.80161943319837
34703,2019-08-01,3031369,Box_리큐 진한겔 액체세제 드럼용 리필형 2.1L * 4입,18801046294779,발주가능,850,376,6625,6066844,17리큐 진한겔드럼용 2.1L리필(온4입)(화),세탁세제,4,94.0,70.47872340425532
34704,2019-08-01,3129956,Pack_2080퓨어치약 레몬민트120gx3입  (레몬라임향),8801046287699,발주가능,264,69,2944,6067757,18전2080베이킹소다레몬 라임 120Gx3입,덴탈케어,12,5.75,512.0
34705,2019-08-01,3129958,Pack_162080동의생약열 잇몸 130gx3입,8801046287743,발주가능,0,9,153,6067831,18전2080동의생약열 130gx3입 (잇몸),덴탈케어,12,0.75,204.0
34706,2019-08-01,3133085,Pack_2080 어드밴캐비티 블루160g * 5입,8801046294048,발주가능,900,121,4019,6067803,18전2080어드밴스캐비티 블루160gx5입(인),덴탈케어,9,13.444444444444445,298.93388429752065
34707,2019-08-01,3139999,알피스트 에델바이스 샴푸 1000ml,8801046280751,발주가능,0,8,240,6075416,19알피스트 에델바이스1000ml샴푸책,헤어케어,8,1.0,240.0
34708,2019-08-01,3162804,트리오 투명한 생각 1000 mL 파우치,8801046275566,발주가능,936,80,2226,6064055,16트리오투명한 생각 1000 mL 파우치,주방세제,9,8.88888888888889,250.42499999999998
34709,2019-08-01,3162805,트리오 베이킹소다 3L용기,8801046263129,발주가능,1576,267,10534,6065539,17트리오베이킹소다 3L용기,주방세제,4,66.75,157.81273408239701
34710,2019-08-01,3162806,트리오 홍초 3L 용기,8801046289235,발주가능,128,80,4222,6065133,16트리오홍초 3L 용기,주방세제,4,20.0,211.1
34711,2019-08-01,3211085,Pack_2080클래식 170g * 5입,8801046296837,발주가능,2637,898,20624,6067808,18전2080클래식 170x5입(인터넷),덴탈케어,9,99.77777777777777,206.69933184855236
34712,2019-08-01,3234713,"스파크 세탁조케어(일반,드럼 겸용), 3.2kg",8801046292105,발주가능,44,22,661,6067064,18스파크 세탁조케어겸용 3.2kg,세탁세제,4,5.5,120.18181818181819
34713,2019-08-01,3234714,"리큐 제트 용기, 2.7L (일반용)",8801046291252,발주가능,168,42,1440,6071513,18리큐제트(Z) 4입2.7L(일)오리지널,세탁세제,4,10.5,137.14285714285714
34714,2019-08-01,3234715,"리큐 제트 용기, 2.7L (드럼용)",8801046291245,발주가능,244,90,2303,6071514,18리큐제트(Z) 4입2.7L(드)오리지널,세탁세제,4,22.5,102.35555555555555
34715,2019-08-01,3262267,항균트리오 2kg,8801046979501,발주가능,24,26,465,6065424,17항균트리오 2kg(1종),주방세제,6,4.333333333333333,107.30769230769232
34716,2019-08-01,3262268,항균트리오 3kg,8801046979525,발주가능,72,96,1478,6065425,17항균트리오 3kg(1종),주방세제,4,24.0,61.583333333333336
34717,2019-08-01,3264273,리큐 제트 리필형 일반용 1.8L,8801046298640,발주가능,0,26,213,6067376,18리큐 제트1.8(일반)(화),세탁세제,6,4.333333333333333,49.15384615384616
34718,2019-08-01,3264274,리큐 제트 리필형 드럼용 1.8L,8801046298657,발주가능,18,2,967,6068162,18리큐제트(Z) 1.8L오리지널(드)화,세탁세제,6,0.3333333333333333,2901.0
34719,2019-08-01,3264275,Box_울샴푸 오리지널 리필형 1.5L*4,18801046297503,발주가능,0,229,1529,6067119,18울샴푸오리지 1.5L*4 (온라인) (화),세탁세제,4,57.25,26.707423580786028
34720,2019-08-01,3367647,더마&모어 시카 리페어(극손상 모발용)샴푸 600ml,8801046299685,발주가능,0,6,245,6075508,19더마&모어샴푸 시카 리페어 600ml N책,헤어케어,10,0.6,408.33333333333337
34721,2019-08-01,3367649,더마&모어 세라 수딩 샴푸(민감성 두피용) 600ml,8801046299708,발주가능,40,14,432,6075507,19더마&모어샴푸 세라 수딩 600ml N책,헤어케어,10,1.4,308.5714285714286
34722,2019-08-01,3367650,더마&모어 세라 리프레싱 샴푸(지성 두피용) 600ml,8801046299715,발주가능,80,41,1146,6075506,19더마&모어샴푸 세라 리프레싱 600ml N책,헤어케어,10,4.1,279.51219512195127
34723,2019-08-01,3367652,더마&모어 시카 너리싱 컨디셔너(고영양&탄력) 600ml,8801046299739,발주가능,10,6,321,6075510,19더마&모어린스 시카 너리싱 600ml N책,헤어케어,10,0.6,535.0
34724,2019-08-01,3367655,더마&모어 시카 너리싱 트리트먼트(고영양&탄력) 200ml,8801046299760,발주가능,8,7,175,6068176,18더마&모어트 시카 너리싱 트리트 200ml N,헤어케어,8,0.875,200.0
34725,2019-08-01,3367656,더마&모어 세라 모이스춰 두피팩(고보습&두피정화) 200ml,8801046299777,발주가능,0,3,261,6068175,18더마&모어트 세라모이스춰 두피팩200ml N,헤어케어,8,0.375,696.0
34726,2019-08-01,3455100,[애경] 휘슬 애견 미스트 - 퓨어 모이스트,8801046277881,발주가능,6,3,37,6066115,17휘슬Whistle미스트 250ml퓨어모이스트,기타,6,0.5,74.0
34727,2019-08-01,3455101,[애경] 휘슬 애견 미스트 - 샤이닝 실키,8801046277898,발주가능,60,14,452,6066116,17휘슬Whistle미스트 250ml샤이닝실키,기타,6,2.3333333333333335,193.7142857142857
34728,2019-08-01,3459951,애경 2080 빙그레 칫솔,8801046299999,발주가능,0,2,5,6077374,19리큐 진한겔 알카2.7용기(일),세탁세제,4,0.5,10.0
34729,2019-08-01,3459952,Pack_2080 키즈오 그린애플 100g*5,8801046298473,발주가능,27,98,4338,6067890,18전2080키즈오그린애플 100g*5입,덴탈케어,9,10.88888888888889,398.3877551020408
34730,2019-08-01,3459953,Pack_2080 키즈오 라스베리 100g*5,8801046298480,발주가능,0,58,3873,6067892,18전2080키즈오 라스베리100g*5입,덴탈케어,9,6.444444444444445,600.9827586206897
34731,2019-08-01,4086908,투명한 생각 베이킹소다 3kg(지퍼백),8801046299364,발주가능,0,4,284,6065988,17투명한생각 베이킹소다3kg(지퍼백,세탁세제,4,1.0,284.0
34732,2019-08-01,4086909,투명한 생각 주방세제 500g,8801046295649,발주가능,1400,220,18641,6065721,17투명한 생각 주방 500g,주방세제,20,11.0,1694.6363636363637
34733,2019-08-01,4099351,Pack_2080 진지발리스 골드진생 140g * 6개,8801046299319,발주가능,0,163,3579,6067848,18전2080진지발리스K 골드진생140gx6입(인),덴탈케어,8,20.375,175.6564417177914
34734,2019-08-01,4109110,투명한 생각 분말세제 4kg,8801046295656,발주가능,0,1,65,6067663,18 투명한생각 분말4kg,세탁세제,3,0.3333333333333333,195.0
34735,2019-08-01,4157113,Pack_2080 덴탈크리닉 뉴샤이닝 화이트 치약 140g * 5개,8801046300541,발주가능,896,435,23183,6067874,18전2080뉴샤이닝 140gx5입(인터:측벤),덴탈케어,8,54.375,426.35402298850573
34736,2019-08-01,4231313,뷰코셋 바이오 노말 윙 12P,6414100895802,발주가능,120,31,1969,5009321,18뷰코셋 노말윙 생리대(H),매입브랜드,12,2.5833333333333335,762.1935483870967
34737,2019-08-01,4300574,뷰코셋 바이오 롱 윙 10P,6414100895857,발주가능,120,22,1357,5009050,18공통 뷰코셋 롱윙생리대,매입브랜드,12,1.8333333333333333,740.1818181818182
34738,2019-08-01,4655892,순샘구연산 자몽 500ml 용기,8801046303221,발주가능,900,222,4948,6066612,17순샘구연산 자몽 500mL 용기 (친),주방세제,20,11.1,445.76576576576576
34739,2019-08-01,4655893,순샘구연산 자몽 1.2L 리필,8801046303207,발주가능,2200,422,21113,6066613,17순샘구연산 자몽 1.2L 리필 (친),주방세제,10,42.2,500.30805687203787
34740,2019-08-01,4655894,순샘구연산 자몽 1.4L 리필,8801046979143,발주가능,1224,283,9913,6066614,17순샘구연산 자몽 1.4L 리필 (친),주방세제,9,31.444444444444443,315.25441696113074
34741,2019-08-01,4655896,순샘베이킹 피톤치드 500ml 용기,8801046303214,발주가능,800,275,9247,6066606,17순샘베이킹피톤치드 500mL 용기 (친),주방세제,20,13.75,672.5090909090909
34742,2019-08-01,4655897,순샘베이킹 피톤치드 1.2L 리필,8801046303191,발주가능,740,193,2937,6066607,17순샘베이킹피톤치드 1.2L리필 (친),주방세제,10,19.3,152.1761658031088
34743,2019-08-01,4655898,순샘베이킹 피톤치드 1.4L 리필,8801046903001,발주가능,2160,263,14878,6066608,17순샘베이킹피톤치드 1.4L리필 (친),주방세제,9,29.22222222222222,509.13307984790873
34744,2019-08-01,5367742,스파크 산소표백제 2kg_리필,8801046280522,발주가능,108,28,1385,6068303,18스파크 산소표백2kg리필(주,세탁세제,6,4.666666666666667,296.7857142857143
34745,2019-08-01,5367744,크리스탈워터 리치애플 400ml,8801046291511,발주가능,60,23,148,5008423,17크리스탈워터 리치애플 400ml,ST,10,2.3,64.34782608695653
34746,2019-08-01,5367746,크리스탈워터 시트러스오렌지 400ml,8801046291542,발주가능,60,30,328,5008426,17크리스탈워터 시트러스오렌지 400ml,세탁세제,10,3.0,109.33333333333333
34747,2019-08-01,5367747,크리스탈워터 허브테라피 400ml,8801046291566,발주가능,90,32,588,5008428,17크리스탈워터 허브테라피 400ml,ST,10,3.2,183.75
34748,2019-08-01,5367748,크리스탈워터 프렌치부케 400ml,8801046291573,발주가능,120,63,662,5008429,17크리스탈워터 프렌치부케 400ml,ST,10,6.3,105.07936507936508
34749,2019-08-01,5367751,젤로포트미니 조이풀피치,8801046303504,발주가능,132,29,409,5008763,17젤로포트미니 피치 150g,ST,12,2.4166666666666665,169.24137931034483
34750,2019-08-01,5367753,엄마의선택 100% 구연산 1kg,8801046287248,발주가능,136,43,1295,6075858,19엄마의선택구연산 1.0Kg지퍼백,세탁세제,8,5.375,240.93023255813952
34751,2019-08-01,5367754,엄마의선택 100% 베이킹소다 1kg,8801046286234,발주가능,136,38,1167,6075859,19엄마의선택베이킹소 1.0Kg지퍼백,세탁세제,8,4.75,245.68421052631578
34752,2019-08-01,5520867,엄마의선택 과탄산소다 1kg,8801046283288,발주가능,688,149,7094,6075856,19엄마의선택과탄산소 1.0Kg지퍼백,세탁세제,8,18.625,380.8859060402685
34753,2019-08-01,5759183,홈즈 에어후레쉬 옷장용 남자냄새 32g,8801046247808,발주가능,42,23,303,5009017,18에어후레쉬옷장용남자냄새용32g,ST,7,3.2857142857142856,92.21739130434783
34754,2019-08-01,5875440,애경 휘슬 리얼블랙샌드 고양이모래 리필(7kg),8801046304495,발주가능,12,3,77,5008790,"17휘슬리얼블랙샌드(벤토나이트,리필) 7kg",기타,2,1.5,51.333333333333336
34755,2019-08-01,7427803,Box_[애경] 휘슬 애견 리얼블랙 샌드(파우치) 14kg(7kg x 2),18801046304492,발주가능,27,13,63,5008790,"17휘슬리얼블랙샌드(벤토나이트,리필) 7kg",세탁세제,2,6.5,9.692307692307692
34756,2019-08-01,7569813,2080 6-LINE 칫솔 미세모 4입,8801046301159,발주가능,0,16,1736,5009177,182080 식스라인4입 미세모,덴탈케어,8,2.0,868.0
34757,2019-08-01,7569814,2080 6-LINE 칫솔 이중 미세모 4입,8801046301166,발주가능,1576,111,14672,5009180,182080식스라인 4입_이중미세모,덴탈케어,8,13.875,1057.4414414414414
34758,2019-08-01,7657202,울샴푸 손빨래세제 용기 380mL,8801046309049,발주가능,72,55,1006,6068405,18울샴푸 손빨래세제380mL(주),세탁세제,12,4.583333333333333,219.4909090909091
34759,2019-08-01,7657232,순샘 베리 용기 3L,8801046308561,발주가능,716,79,4611,6068099,18순샘 베리 3L (친),주방세제,4,19.75,233.46835443037975
34760,2019-08-01,7657241,순샘 라임 용기 3L,8801046308547,발주가능,1092,243,2708,6068098,18순샘 라임 3L (친),주방세제,4,60.75,44.5761316872428
34761,2019-08-01,7777998,2080마운틴핑크솔트 핑크민트향 120gx3입,8801046311493,발주가능,0,289,9574,6067364,18전2080퓨어마운틴솔트 핑크120gx3입,덴탈케어,14,20.642857142857142,463.79238754325263
34762,2019-08-01,7777999,2080 9모션 샤프 4입,8801046299876,발주가능,0,27,3378,5009150,182080 9모션샤프 4입(지함),덴탈케어,8,3.375,1000.8888888888889
