,날짜,SKU ID,SKU 명,바코드,발주가능상태,입고수량,쿠팡출고수량,쿠팡현재재고수량,자재번호,자재명,카테고리,입수,출고수량,재고수량
22129,2019-07-01,132967,애경 바세린 리프팅 리페어 로션 450ml,8801046871546,발주가능,0,46,3051,5007413,14New바세린리프팅 450ml로션,F&B,8,5.75,530.6086956521739
22130,2019-07-01,132980,블루칩 헬스케어 비누 100g * 5+1입,8801046870082,발주가능,0,29,1660,6067037,18블루칩비누 100x5+1입 헬스케어,F&B,12,2.4166666666666665,686.896551724138
22131,2019-07-01,132984,Pack_샤워메이트 비누 100g*4입 리프레시 올리브&그린티,8801046870105,발주가능,0,33,1386,6067028,18샤워메이트비누 100x4리프레시 올리브,F&B,12,2.75,504.0
22132,2019-07-01,132985,Pack 샤워메이트 비누 100g*4입 러블리 로즈,8801046870112,발주가능,12,148,1120,6067029,18샤워메이트비누 100x4러블리 로즈,F&B,12,12.333333333333334,90.8108108108108
22133,2019-07-01,139874,2080 민트 치실 50M RRP,8801046986660,발주가능,0,81,1516,6068251,182080 민트치실50M,덴탈케어,16,5.0625,299.4567901234568
22134,2019-07-01,309777,스파크 퍼펙트 실내에서 항균건조 4.4kg 리필,8801046877920,발주가능,0,26,1157,6067009,18 스파크퍼펙트 실내항균 4.4kg 리필,세탁세제,4,6.5,178.0
22135,2019-07-01,309784,스파크 퍼펙트 실내에서 항균건조 4kg 카툰,8801046995433,단종,0,1,123,6067008,18 스파크퍼펙트 실내항균 4kg 카툰,세탁세제,4,0.25,492.0
22136,2019-07-01,346380,2080 스마트케어 웨이브 4입,8801046255063,발주가능,0,55,1010,5008179,162080 스마트케어웨이브 4입,덴탈케어,12,4.583333333333333,220.36363636363637
22137,2019-07-01,346384,2080 Original 칫솔 탄력미세모 4+2입,8801046886700,발주가능,0,321,1418,5009160,182080오리지날칫솔 4+2입 미세모,덴탈케어,12,26.75,53.00934579439252
22138,2019-07-01,361837,샤워메이트 내추럴 퍼퓸 바디워시 라벤더&라일락 900g,8801046259870,발주가능,0,32,1303,6073907,19샤워메이트플라워 900g퍼플플라워책,F&B,8,4.0,325.75
22139,2019-07-01,361838,샤워메이트 내추럴 퍼퓸 바디워시 체리블라섬900g,8801046259863,발주가능,0,80,1350,6073906,19샤워메이트플라워 900g핑크플라워책,F&B,8,10.0,135.0
22140,2019-07-01,385542,스파크 9.5kg (리필) 2개입,18801046251529,발주가능,828,506,4621,6067006,18스파크 9.5kg 리필(온라인),세탁세제,2,253.0,18.26482213438735
22141,2019-07-01,489752,Box_스파크 7.5kg(리필)x2입(한박스) 7.5kg  2개입,18801046260873,발주가능,0,70,1006,6067053,18스파크 리필 7.5kg(온라인),세탁세제,2,35.0,28.742857142857144
22142,2019-07-01,489753,Box_스파크 3.2kg(리필)x4입(한박스) 3.2kg  4개입,18801046251512,발주가능,0,56,987,6067004,18스파크 3.2kg 리필(온라인),세탁세제,4,14.0,70.5
22143,2019-07-01,2060669,라인 2080 LINE칫솔&홀더 1입 코니 일반모 + 미세모,8801046275733,발주가능,0,0,2,6077374,19리큐 진한겔 알카2.7용기(일),세탁세제,4,0.0,0.0
22144,2019-07-01,2120753,애경 케라시스 케라마이드 클리닉 샴푸 600ml,8801046276921,단종,0,0,0,6064185,16KS 고기능샴푸 600ml 케라마이드 클리닉,헤어케어,8,0.0,0.0
22145,2019-07-01,2120754,애경 케라시스 케라마이드 클리닉 컨디셔너 600ml,8801046276952,단종,0,0,0,6064187,16KS 고기능린스 600ml 케라마이드 클리닉,헤어케어,8,0.0,0.0
22146,2019-07-01,2120757,애경 케라 뿌리볼륨 클리닉 에센스 150ml,8801046277058,단종,0,8,18,5009457,19KS고기능에센스 150ml볼륨클리닉책,헤어케어,6,1.3333333333333333,13.5
22147,2019-07-01,2120759,애경 케라시스 퀵드라이 빠른건조 클리닉 컨디셔너 600ml,8801046276969,단종,0,0,0,6064188,16KS 고기능린스 600ml 빠른건조 클리닉,헤어케어,8,0.0,0.0
22148,2019-07-01,2151654,리큐 진한겔1/2 1.8L일반용파우치,8801046269350,발주가능,0,158,1458,6078215,19리큐 진한겔 1/2 1.8리필(일),세탁세제,6,26.333333333333332,55.36708860759494
22149,2019-07-01,2151655,리큐 진한겔1/2 1.8L드럼용파우치,8801046269367,발주가능,0,88,1078,6078217,19리큐 진한겔 1/2 1.8리필(드),세탁세제,6,14.666666666666666,73.5
22150,2019-07-01,2191046,2080 키즈 소다버블 치약75gx2입(3~5세) 1박스(18개),18801046288242,단종,0,0,10,6065293,172080키즈소다 75g*2입(2단계_레이),덴탈케어,18,0.0,0.0
22151,2019-07-01,2341491,휘슬 퓨어 모이스트 애견샴푸 500ml,8801046277867,발주가능,0,76,281,6066113,17휘슬Whistle애견샴푸 500ml퓨어모이스트,기타,6,12.666666666666666,22.18421052631579
22152,2019-07-01,2341492,휘슬 샤이닝 실키 애견샴푸 500ml,8801046277874,발주가능,0,0,5,6066114,17휘슬Whistle애견샴푸 500ml샤이닝실키,기타,6,0.0,0.0
22153,2019-07-01,2368418,Pack_2080 청은차 생기석류 치약 120g *3개,8801046257494,발주가능,228,28,823,6067857,18전2080청은차 생기석류 120gx3입,덴탈케어,12,2.3333333333333335,352.71428571428567
22154,2019-07-01,2368419,Pack_2080 청은차 청쾌한차 치약 120g *3개,8801046257593,발주가능,0,404,5045,6067868,18전2080청은차청쾌한차 120gx3입,덴탈케어,12,33.666666666666664,149.85148514851485
22155,2019-07-01,2372826,"Box_리큐 진한겔 액상세제 일반용 리필형 2.1L, 6개",18801046247744,발주가능,1239,385,4763,6073748,18리큐 진한겔 2.1L(일반)온라인_눕,세탁세제,6,64.16666666666667,74.22857142857143
22156,2019-07-01,2372827,"Box_리큐 진한겔 액상세제 드럼용 리필형 2.1L, 6개",18801046247751,발주가능,0,408,3000,6078472,19리큐 진한겔 2.1리필(드)6입A,세탁세제,6,68.0,44.11764705882353
22157,2019-07-01,2372828,"Box_리큐 진한겔 액상세제 일반용 용기 2.7L, 4개",18801046893118,발주가능,0,41,954,6077374,19리큐 진한겔 알카2.7용기(일),세탁세제,4,10.25,93.07317073170732
22158,2019-07-01,2372830,"Box_리큐 반만 쓰는 진한겔 액상세제 일반용 용기 2.4L, 6개",18801046255565,발주가능,0,25,423,6078212,19리큐 진한겔 1/2 2.4용기(일),세탁세제,6,4.166666666666667,101.52
22159,2019-07-01,2372831,"Box_리큐 반만 쓰는 진한겔 액상세제 드럼용 용기 2.4L, 6개",18801046255572,발주가능,0,16,104,6078213,19리큐 진한겔 1/2 2.4용기(드),세탁세제,6,2.6666666666666665,39.0
22160,2019-07-01,2372833,"Box_리큐 반만 쓰는 진한겔 액상세제 드럼용 리필 1.8L, 6개",18801046269364,발주가능,0,10,297,6078217,19리큐 진한겔 1/2 1.8리필(드),세탁세제,6,1.6666666666666667,178.2
22161,2019-07-01,2383416,Pack_케라시스 두피클리닉 샴푸 750mlX2+린스 750ml,8801046256237,발주가능,0,179,1480,6075523,19KS샴푸두피클리닉 750X2린750플러스책,헤어케어,4,44.75,33.072625698324025
22162,2019-07-01,2383417,Pack_케라시스 데미지 샴푸 750mlX2+린스 750ml,8801046256206,발주가능,0,1,99,6068194,18KS샴푸데미지 750X2린750플러스,헤어케어,4,0.25,396.0
22163,2019-07-01,3013467,Pack_2080스마트케어 190g(5입),8801046294024,발주가능,72,706,9294,6067853,18전2080스마트 케어 190gx5입(인),덴탈케어,12,58.833333333333336,157.97167138810198
22164,2019-07-01,3013468,Pack_2080청은차향기화차 190g(5입),8801046294031,발주가능,0,175,2540,6067858,18전2080청은차향기화차 190gx5입(인),덴탈케어,12,14.583333333333334,174.17142857142858
22165,2019-07-01,3014021,Pack_케라시스 러블리 앤 로맨틱 퍼퓸샴푸 605ml * 3,8801046293133,발주가능,1436,667,10859,6074268,18KS샴푸러블리 605mlX3(쿠팡)책,헤어케어,4,166.75,65.12143928035982
22166,2019-07-01,3014022,Pack_케라시스 엘레강스 앤 센슈얼 퍼퓸샴푸 605ml * 3,8801046293102,발주가능,440,269,4833,6074272,18KS샴푸엘레강스 605mlX3(쿠팡)책,헤어케어,4,67.25,71.86617100371747
22167,2019-07-01,3031368,Box_리큐 진한겔 액체세제 일반용 리필형 2.1L * 4입,18801046294762,발주가능,0,1221,9010,6067098,17리큐 진한겔 2.1L온라인4입(화),세탁세제,4,305.25,29.516789516789515
22168,2019-07-01,3031369,Box_리큐 진한겔 액체세제 드럼용 리필형 2.1L * 4입,18801046294779,발주가능,0,432,3582,6066844,17리큐 진한겔드럼용 2.1L리필(온4입)(화),세탁세제,4,108.0,33.166666666666664
22169,2019-07-01,3128135,알피스트 에델바이스 트리트먼트 1000ml,8801046280799,발주가능,24,5,32,6067298,18알피스트 에델바이스1000트리트,헤어케어,8,0.625,51.2
22170,2019-07-01,3129953,Pack_a2080K 진지발리스 오리지날 140gx3입,8801046994399,단종,0,0,0,6068449,182080진지발리스K 오리지날140x6(인:측밴),덴탈케어,8,0.0,0.0
22171,2019-07-01,3129956,Pack_2080퓨어치약 레몬민트120gx3입  (레몬라임향),8801046287699,발주가능,768,106,1449,6067757,18전2080베이킹소다레몬 라임 120Gx3입,덴탈케어,12,8.833333333333334,164.0377358490566
22172,2019-07-01,3129958,Pack_162080동의생약열 잇몸 130gx3입,8801046287743,발주가능,0,5,189,6067831,18전2080동의생약열 130gx3입 (잇몸),덴탈케어,12,0.4166666666666667,453.59999999999997
22173,2019-07-01,3133085,Pack_2080 어드밴캐비티 블루160g * 5입,8801046294048,발주가능,18,315,777,6067803,18전2080어드밴스캐비티 블루160gx5입(인),덴탈케어,9,35.0,22.2
22174,2019-07-01,3139999,알피스트 에델바이스 샴푸 1000ml,8801046280751,발주가능,0,9,61,6075416,19알피스트 에델바이스1000ml샴푸책,헤어케어,8,1.125,54.22222222222222
22175,2019-07-01,3162804,트리오 투명한 생각 1000 mL 파우치,8801046275566,발주가능,0,112,1922,6064055,16트리오투명한 생각 1000 mL 파우치,주방세제,9,12.444444444444445,154.44642857142856
22176,2019-07-01,3162805,트리오 베이킹소다 3L용기,8801046263129,발주가능,0,449,52,6065539,17트리오베이킹소다 3L용기,주방세제,4,112.25,0.46325167037861914
22177,2019-07-01,3162806,트리오 홍초 3L 용기,8801046289235,발주가능,0,117,3521,6065133,16트리오홍초 3L 용기,주방세제,4,29.25,120.37606837606837
22178,2019-07-01,3163376,케라시스 걸리쉬 리페어 오일 에센스 100ml,8801046282175,단종,0,0,23,5008243,16KS걸리쉬오일에센 100ml,헤어케어,15,0.0,0.0
22179,2019-07-01,3201821,프레쉬 오일 테라피 모이스춰라이징 오일 샤워 1개(500g),8801046293768,단종,0,0,0,6066157,17프레쉬오일샤워메이 500g모이스춰워시N,F&B,12,0.0,0.0
22180,2019-07-01,3201822,프레쉬 오일 테라피 울트라 리치 오일 샤워 1개 (500g),8801046293775,단종,0,0,0,6066158,17프레쉬오일샤워메이 500g울트라워시N,F&B,12,0.0,0.0
22181,2019-07-01,3211085,Pack_2080클래식 170g * 5입,8801046296837,발주가능,0,763,10658,6067808,18전2080클래식 170x5입(인터넷),덴탈케어,9,84.77777777777777,125.71690694626476
22182,2019-07-01,3234713,"스파크 세탁조케어(일반,드럼 겸용), 3.2kg",8801046292105,발주가능,36,16,229,6067064,18스파크 세탁조케어겸용 3.2kg,세탁세제,4,4.0,57.25
22183,2019-07-01,3234714,"리큐 제트 용기, 2.7L (일반용)",8801046291252,발주가능,0,63,1308,6071513,18리큐제트(Z) 4입2.7L(일)오리지널,세탁세제,4,15.75,83.04761904761905
22184,2019-07-01,3234715,"리큐 제트 용기, 2.7L (드럼용)",8801046291245,발주가능,48,65,956,6071514,18리큐제트(Z) 4입2.7L(드)오리지널,세탁세제,4,16.25,58.83076923076923
22185,2019-07-01,3262267,항균트리오 2kg,8801046979501,발주가능,0,0,788,6065424,17항균트리오 2kg(1종),주방세제,6,0.0,0.0
22186,2019-07-01,3262268,항균트리오 3kg,8801046979525,발주가능,0,45,1098,6065425,17항균트리오 3kg(1종),주방세제,4,11.25,97.6
22187,2019-07-01,3264273,리큐 제트 리필형 일반용 1.8L,8801046298640,발주가능,0,12,359,6067376,18리큐 제트1.8(일반)(화),세탁세제,6,2.0,179.5
22188,2019-07-01,3264274,리큐 제트 리필형 드럼용 1.8L,8801046298657,발주가능,0,3,0,6068162,18리큐제트(Z) 1.8L오리지널(드)화,세탁세제,6,0.5,0.0
22189,2019-07-01,3264275,Box_울샴푸 오리지널 리필형 1.5L*4,18801046297503,발주가능,468,233,2025,6067119,18울샴푸오리지 1.5L*4 (온라인) (화),세탁세제,4,58.25,34.76394849785408
22190,2019-07-01,3266658,케라시스 퍼퓨머리 드 그라스 한련화 퍼퓸샴푸 500ml,8801046297636,단종,0,0,0,6065858,17KS퍼퓨머리샴 그라스 한련화 500ml,헤어케어,10,0.0,0.0
22191,2019-07-01,3266659,케라시스 퍼퓨머리 드 그라스 자스민 퍼퓸샴푸 500ml,8801046297711,단종,0,0,0,6065864,17KS퍼퓨머리샴 그라스 자스민 500ml,헤어케어,10,0.0,0.0
22192,2019-07-01,3367647,더마&모어 시카 리페어(극손상 모발용)샴푸 600ml,8801046299685,발주중단,0,1,17,6075508,19더마&모어샴푸 시카 리페어 600ml N책,헤어케어,10,0.1,170.0
22193,2019-07-01,3367650,더마&모어 세라 리프레싱 샴푸(지성 두피용) 600ml,8801046299715,발주가능,30,60,500,6075506,19더마&모어샴푸 세라 리프레싱 600ml N책,헤어케어,10,6.0,83.33333333333333
22194,2019-07-01,3367651,더마&모어 데일리 밸런싱 컨디셔너(영양&보습) 600ml,8801046299722,단종,0,0,0,6067211,18더마&모어린스 데일리 밸런싱 600ml,헤어케어,10,0.0,0.0
22195,2019-07-01,3367652,더마&모어 시카 너리싱 컨디셔너(고영양&탄력) 600ml,8801046299739,발주가능,0,12,196,6075510,19더마&모어린스 시카 너리싱 600ml N책,헤어케어,10,1.2,163.33333333333334
22196,2019-07-01,3367655,더마&모어 시카 너리싱 트리트먼트(고영양&탄력) 200ml,8801046299760,발주가능,0,3,122,6068176,18더마&모어트 시카 너리싱 트리트 200ml N,헤어케어,8,0.375,325.3333333333333
22197,2019-07-01,3367656,더마&모어 세라 모이스춰 두피팩(고보습&두피정화) 200ml,8801046299777,발주가능,0,0,75,6068175,18더마&모어트 세라모이스춰 두피팩200ml N,헤어케어,8,0.0,0.0
22198,2019-07-01,3455100,[애경] 휘슬 애견 미스트 - 퓨어 모이스트,8801046277881,발주가능,0,3,22,6066115,17휘슬Whistle미스트 250ml퓨어모이스트,기타,6,0.5,44.0
22199,2019-07-01,3455101,[애경] 휘슬 애견 미스트 - 샤이닝 실키,8801046277898,발주가능,4,18,144,6066116,17휘슬Whistle미스트 250ml샤이닝실키,기타,6,3.0,48.0
22200,2019-07-01,3459951,애경 2080 빙그레 칫솔,8801046299999,발주가능,0,0,10,6077374,19리큐 진한겔 알카2.7용기(일),세탁세제,4,0.0,0.0
22201,2019-07-01,3459952,Pack_2080 키즈오 그린애플 100g*5,8801046298473,발주가능,0,211,1419,6067890,18전2080키즈오그린애플 100g*5입,덴탈케어,9,23.444444444444443,60.526066350710906
22202,2019-07-01,3459953,Pack_2080 키즈오 라스베리 100g*5,8801046298480,발주가능,0,183,3345,6067892,18전2080키즈오 라스베리100g*5입,덴탈케어,9,20.333333333333332,164.5081967213115
22203,2019-07-01,4086908,투명한 생각 베이킹소다 3kg(지퍼백),8801046299364,발주가능,36,3,133,6065988,17투명한생각 베이킹소다3kg(지퍼백,세탁세제,4,0.75,177.33333333333334
22204,2019-07-01,4086909,투명한 생각 주방세제 500g,8801046295649,발주가능,0,202,137,6065721,17투명한 생각 주방 500g,주방세제,20,10.1,13.564356435643564
22205,2019-07-01,4099350,2080치석 집중케어 미세모 5+5,8801046290194,발주가능,0,329,4437,5008395,162080치석 집중케어 미세모 5+5,덴탈케어,8,41.125,107.89057750759878
22206,2019-07-01,4099351,Pack_2080 진지발리스 골드진생 140g * 6개,8801046299319,발주가능,72,221,2101,6067848,18전2080진지발리스K 골드진생140gx6입(인),덴탈케어,8,27.625,76.05429864253394
22207,2019-07-01,4109110,투명한 생각 분말세제 4kg,8801046295656,발주가능,0,7,16,6067663,18 투명한생각 분말4kg,세탁세제,3,2.3333333333333335,6.857142857142857
22208,2019-07-01,4109112,투명한 생각 구연산 2kg(지퍼백),8801046299357,발주가능,0,0,122,6066968,17투명한생각 구연산 2kg 지퍼백(화,세탁세제,4,0.0,0.0
22209,2019-07-01,4157113,Pack_2080 덴탈크리닉 뉴샤이닝 화이트 치약 140g * 5개,8801046300541,발주가능,0,567,8391,6067874,18전2080뉴샤이닝 140gx5입(인터:측벤),덴탈케어,8,70.875,118.39153439153439
22210,2019-07-01,4231313,뷰코셋 바이오 노말 윙 12P,6414100895802,발주가능,0,54,1020,5009321,18뷰코셋 노말윙 생리대(H),매입브랜드,12,4.5,226.66666666666666
22211,2019-07-01,4300574,뷰코셋 바이오 롱 윙 10P,6414100895857,발주가능,0,67,773,5009050,18공통 뷰코셋 롱윙생리대,매입브랜드,12,5.583333333333333,138.44776119402985
22212,2019-07-01,4655892,순샘구연산 자몽 500ml 용기,8801046303221,발주가능,0,326,1769,6066612,17순샘구연산 자몽 500mL 용기 (친),주방세제,20,16.3,108.52760736196319
22213,2019-07-01,4655893,순샘구연산 자몽 1.2L 리필,8801046303207,발주가능,0,576,10761,6066613,17순샘구연산 자몽 1.2L 리필 (친),주방세제,10,57.6,186.82291666666666
22214,2019-07-01,4655894,순샘구연산 자몽 1.4L 리필,8801046979143,발주가능,117,371,3164,6066614,17순샘구연산 자몽 1.4L 리필 (친),주방세제,9,41.22222222222222,76.75471698113208
22215,2019-07-01,4655896,순샘베이킹 피톤치드 500ml 용기,8801046303214,발주가능,2520,332,4605,6066606,17순샘베이킹피톤치드 500mL 용기 (친),주방세제,20,16.6,277.4096385542168
