,카테고리명,자재그룹명,제품명,안전재고,분류,variable,value
234,CHB,E2,Z1,0.0,H,2019-12-06 00:00:00,11964.2
235,CHB,E2,Z2,0.0,K,2019-12-06 00:00:00,6356.9
236,CHB,E2,Z3,0.0,K,2019-12-06 00:00:00,3983.1
237,CHB,E2,KC,0.0,E,2019-12-06 00:00:00,406.4
238,CHB,E2,KC2,0.0,L,2019-12-06 00:00:00,19386.7
239,CHB,E2,KC3,0.0,F,2019-12-06 00:00:00,14541.2
240,CHB,E1,A,0.0,E,2020-12-01 00:00:00,0.0
241,CHB,E1,B,0.0,E,2020-12-01 00:00:00,0.0
242,CHB,E1,C,0.0,A,2020-12-01 00:00:00,6972.0
243,CHB,E1,D,0.0,A,2020-12-01 00:00:00,4009.9
244,CHB,E1,E,39593.3,A,2020-12-01 00:00:00,74942.2
245,CHB,E1,F,0.0,A,2020-12-01 00:00:00,3889.3
246,CHB,E1,G,0.0,M,2020-12-01 00:00:00,18616.7
247,CHB,E1,H,46893.9,A,2020-12-01 00:00:00,26476.3
248,CHB,E1,I,0.0,K,2020-12-01 00:00:00,15990.5
249,CHB,E1,J,0.0,A,2020-12-01 00:00:00,16821.8
250,CHB,E1,K,0.0,A,2020-12-01 00:00:00,5757.0
251,CHB,E1,L,0.0,A,2020-12-01 00:00:00,11808.6
252,CHB,E1,M,0.0,A,2020-12-01 00:00:00,5150.9
253,CHB,E1,N,0.0,E,2020-12-01 00:00:00,0.0
254,CHB,E1,O,0.0,E,2020-12-01 00:00:00,0.0
255,CHB,E1,P,0.0,E,2020-12-01 00:00:00,0.0
256,CHB,E1,Q,0.0,E,2020-12-01 00:00:00,0.0
257,CHB,E1,R,0.0,A,2020-12-01 00:00:00,0.0
258,CHB,E1,S,0.0,E,2020-12-01 00:00:00,0.0
259,CHB,E1,T,0.0,E,2020-12-01 00:00:00,0.0
260,CHB,E2,U,0.0,E,2020-12-01 00:00:00,0.0
261,CHB,E2,V,0.0,E,2020-12-01 00:00:00,0.0
262,CHB,E2,W,0.0,E,2020-12-01 00:00:00,0.0
263,CHB,E2,X,0.0,E,2020-12-01 00:00:00,0.0
264,CHB,E2,Y,0.0,E,2020-12-01 00:00:00,0.0
265,CHB,E2,Z,0.0,E,2020-12-01 00:00:00,0.0
266,CHB,E2,A1,0.0,E,2020-12-01 00:00:00,0.0
267,CHB,E2,A2,0.0,A,2020-12-01 00:00:00,27939.4
268,CHB,E2,A3,0.0,B,2020-12-01 00:00:00,20.0
269,CHB,E2,B2,0.0,G,2020-12-01 00:00:00,120.4
270,CHB,E2,B3,0.0,F,2020-12-01 00:00:00,9481.9
271,CHB,E2,FF1,0.0,E,2020-12-01 00:00:00,172.9
272,CHB,E2,FF2,0.0,F,2020-12-01 00:00:00,0.0
273,CHB,E2,FF3,0.0,M,2020-12-01 00:00:00,17310.1
274,CHB,E2,Z1,0.0,H,2020-12-01 00:00:00,8067.8
275,CHB,E2,Z2,0.0,K,2020-12-01 00:00:00,5342.4
276,CHB,E2,Z3,0.0,K,2020-12-01 00:00:00,3587.2
277,CHB,E2,KC,0.0,E,2020-12-01 00:00:00,0.0
278,CHB,E2,KC2,0.0,L,2020-12-01 00:00:00,17583.9
279,CHB,E2,KC3,0.0,F,2020-12-01 00:00:00,12628.8
280,CHB,E1,A,0.0,E,2020-12-02 00:00:00,0.0
281,CHB,E1,B,0.0,E,2020-12-02 00:00:00,0.0
282,CHB,E1,C,0.0,A,2020-12-02 00:00:00,3368.2
283,CHB,E1,D,0.0,A,2020-12-02 00:00:00,2680.1
284,CHB,E1,E,39593.3,A,2020-12-02 00:00:00,84967.2
285,CHB,E1,F,0.0,A,2020-12-02 00:00:00,8294.9
286,CHB,E1,G,0.0,M,2020-12-02 00:00:00,17138.9
287,CHB,E1,H,46893.9,A,2020-12-02 00:00:00,60737.0
288,CHB,E1,I,0.0,K,2020-12-02 00:00:00,8400.1
289,CHB,E1,J,0.0,A,2020-12-02 00:00:00,29750.2
290,CHB,E1,K,0.0,A,2020-12-02 00:00:00,21014.0
291,CHB,E1,L,0.0,A,2020-12-02 00:00:00,8055.5
292,CHB,E1,M,0.0,A,2020-12-02 00:00:00,26497.5
293,CHB,E1,N,0.0,E,2020-12-02 00:00:00,0.0
294,CHB,E1,O,0.0,E,2020-12-02 00:00:00,0.0
295,CHB,E1,P,0.0,E,2020-12-02 00:00:00,0.0
296,CHB,E1,Q,0.0,E,2020-12-02 00:00:00,0.0
297,CHB,E1,R,0.0,A,2020-12-02 00:00:00,0.0
298,CHB,E1,S,0.0,E,2020-12-02 00:00:00,0.0
299,CHB,E1,T,0.0,E,2020-12-02 00:00:00,0.0
300,CHB,E2,U,0.0,E,2020-12-02 00:00:00,0.0
301,CHB,E2,V,0.0,E,2020-12-02 00:00:00,0.0
302,CHB,E2,W,0.0,E,2020-12-02 00:00:00,0.0
303,CHB,E2,X,0.0,E,2020-12-02 00:00:00,0.0
304,CHB,E2,Y,0.0,E,2020-12-02 00:00:00,0.0
305,CHB,E2,Z,0.0,E,2020-12-02 00:00:00,0.0
306,CHB,E2,A1,0.0,E,2020-12-02 00:00:00,0.0
307,CHB,E2,A2,0.0,A,2020-12-02 00:00:00,34013.7
308,CHB,E2,A3,0.0,B,2020-12-02 00:00:00,20.0
309,CHB,E2,B2,0.0,G,2020-12-02 00:00:00,11606.3
310,CHB,E2,B3,0.0,F,2020-12-02 00:00:00,7459.0
311,CHB,E2,FF1,0.0,E,2020-12-02 00:00:00,0.0
312,CHB,E2,FF2,0.0,F,2020-12-02 00:00:00,0.0
313,CHB,E2,FF3,0.0,M,2020-12-02 00:00:00,32010.8
314,CHB,E2,Z1,0.0,H,2020-12-02 00:00:00,6418.2
315,CHB,E2,Z2,0.0,K,2020-12-02 00:00:00,1619.5
316,CHB,E2,Z3,0.0,K,2020-12-02 00:00:00,3191.2
317,CHB,E2,KC,0.0,E,2020-12-02 00:00:00,0.0
318,CHB,E2,KC2,0.0,L,2020-12-02 00:00:00,16845.8
319,CHB,E2,KC3,0.0,F,2020-12-02 00:00:00,811.9
320,CHB,E1,A,0.0,E,2020-12-03 00:00:00,98.8
321,CHB,E1,B,0.0,E,2020-12-03 00:00:00,393.7
322,CHB,E1,C,0.0,A,2020-12-03 00:00:00,6.4
323,CHB,E1,D,0.0,A,2020-12-03 00:00:00,7.7
324,CHB,E1,E,39593.3,A,2020-12-03 00:00:00,293.0
325,CHB,E1,F,0.0,A,2020-12-03 00:00:00,0.0
326,CHB,E1,G,0.0,M,2020-12-03 00:00:00,0.0
327,CHB,E1,H,46893.9,A,2020-12-03 00:00:00,112.5
328,CHB,E1,I,0.0,K,2020-12-03 00:00:00,36.1
329,CHB,E1,J,0.0,A,2020-12-03 00:00:00,298.1
330,CHB,E1,K,0.0,A,2020-12-03 00:00:00,483.4
331,CHB,E1,L,0.0,A,2020-12-03 00:00:00,98.8
332,CHB,E1,M,0.0,A,2020-12-03 00:00:00,14.0
333,CHB,E1,N,0.0,E,2020-12-03 00:00:00,46.9
334,CHB,E1,O,0.0,E,2020-12-03 00:00:00,1694.1
335,CHB,E1,P,0.0,E,2020-12-03 00:00:00,32.3
336,CHB,E1,Q,0.0,E,2020-12-03 00:00:00,222.7
337,CHB,E1,R,0.0,A,2020-12-03 00:00:00,258.2
338,CHB,E1,S,0.0,E,2020-12-03 00:00:00,172.7
339,CHB,E1,T,0.0,E,2020-12-03 00:00:00,31.8
340,CHB,E2,U,0.0,E,2020-12-03 00:00:00,19.0
341,CHB,E2,V,0.0,E,2020-12-03 00:00:00,27.7
342,CHB,E2,W,0.0,E,2020-12-03 00:00:00,44.3
343,CHB,E2,X,0.0,E,2020-12-03 00:00:00,99.9
344,CHB,E2,Y,0.0,E,2020-12-03 00:00:00,213.9
345,CHB,E2,Z,0.0,E,2020-12-03 00:00:00,82.7
346,CHB,E2,A1,0.0,E,2020-12-03 00:00:00,4.4
347,CHB,E2,A2,0.0,A,2020-12-03 00:00:00,42.7
348,CHB,E2,A3,0.0,B,2020-12-03 00:00:00,6.7
349,CHB,E2,B2,0.0,G,2020-12-03 00:00:00,0.0
350,CHB,E2,B3,0.0,F,2020-12-03 00:00:00,8.9
351,CHB,E2,FF1,0.0,E,2020-12-03 00:00:00,0.0
352,CHB,E2,FF2,0.0,F,2020-12-03 00:00:00,0.0
353,CHB,E2,FF3,0.0,M,2020-12-03 00:00:00,27.3
354,CHB,E2,Z1,0.0,H,2020-12-03 00:00:00,0.0
355,CHB,E2,Z2,0.0,K,2020-12-03 00:00:00,0.0
356,CHB,E2,Z3,0.0,K,2020-12-03 00:00:00,0.0
357,CHB,E2,KC,0.0,E,2020-12-03 00:00:00,0.0
358,CHB,E2,KC2,0.0,L,2020-12-03 00:00:00,0.0
359,CHB,E2,KC3,0.0,F,2020-12-03 00:00:00,0.0
360,CHB,E1,A,0.0,E,2020-12-04 00:00:00,0.0
361,CHB,E1,B,0.0,E,2020-12-04 00:00:00,0.0
362,CHB,E1,C,0.0,A,2020-12-04 00:00:00,0.0
363,CHB,E1,D,0.0,A,2020-12-04 00:00:00,10.2
364,CHB,E1,E,39593.3,A,2020-12-04 00:00:00,0.0
365,CHB,E1,F,0.0,A,2020-12-04 00:00:00,6.0
366,CHB,E1,G,0.0,M,2020-12-04 00:00:00,0.0
367,CHB,E1,H,46893.9,A,2020-12-04 00:00:00,0.0
368,CHB,E1,I,0.0,K,2020-12-04 00:00:00,0.0
369,CHB,E1,J,0.0,A,2020-12-04 00:00:00,27.9
370,CHB,E1,K,0.0,A,2020-12-04 00:00:00,0.0
371,CHB,E1,L,0.0,A,2020-12-04 00:00:00,2.1
372,CHB,E1,M,0.0,A,2020-12-04 00:00:00,0.0
373,CHB,E1,N,0.0,E,2020-12-04 00:00:00,0.0
374,CHB,E1,O,0.0,E,2020-12-04 00:00:00,0.0
375,CHB,E1,P,0.0,E,2020-12-04 00:00:00,0.0
376,CHB,E1,Q,0.0,E,2020-12-04 00:00:00,0.0
377,CHB,E1,R,0.0,A,2020-12-04 00:00:00,0.0
378,CHB,E1,S,0.0,E,2020-12-04 00:00:00,0.0
379,CHB,E1,T,0.0,E,2020-12-04 00:00:00,0.0
380,CHB,E2,U,0.0,E,2020-12-04 00:00:00,0.0
381,CHB,E2,V,0.0,E,2020-12-04 00:00:00,0.0
382,CHB,E2,W,0.0,E,2020-12-04 00:00:00,0.0
383,CHB,E2,X,0.0,E,2020-12-04 00:00:00,0.0
384,CHB,E2,Y,0.0,E,2020-12-04 00:00:00,0.0
385,CHB,E2,Z,0.0,E,2020-12-04 00:00:00,0.0
386,CHB,E2,A1,0.0,E,2020-12-04 00:00:00,0.0
387,CHB,E2,A2,0.0,A,2020-12-04 00:00:00,0.0
388,CHB,E2,A3,0.0,B,2020-12-04 00:00:00,0.0
389,CHB,E2,B2,0.0,G,2020-12-04 00:00:00,0.0
390,CHB,E2,B3,0.0,F,2020-12-04 00:00:00,0.0
391,CHB,E2,FF1,0.0,E,2020-12-04 00:00:00,0.0
392,CHB,E2,FF2,0.0,F,2020-12-04 00:00:00,0.0
393,CHB,E2,FF3,0.0,M,2020-12-04 00:00:00,0.0
394,CHB,E2,Z1,0.0,H,2020-12-04 00:00:00,0.0
